2m,4m,6m,mm (onlyライブたたき=>1エレガントのセット)
0,9,6,7,101508
8,4,7,2,101508
7,7,4,3,101514
8,0,4,10,101520
6,6,8,1,101532
5,9,5,2,101538
6,2,5,9,101544
5,5,2,10,101550
4,8,9,0,101556
5,1,9,7,101562
4,4,6,8,101568
3,7,3,9,101574
2,6,7,7,101592
1,9,4,8,101598
9,4,5,3,101598
8,7,2,4,101604
0,8,8,6,101616
8,3,9,1,101616
7,6,6,2,101622
6,9,3,3,101628
7,2,3,10,101634
5,8,7,1,101646
6,1,7,8,101652
5,4,4,9,101658
4,7,1,10,101664
4,3,8,7,101676
3,6,5,8,101682
2,9,2,9,101688
9,7,0,5,101694
2,5,9,6,101700
1,8,6,7,101706
9,3,7,2,101706
8,6,4,3,101712
7,9,1,4,101718
7,5,8,1,101730
6,8,5,2,101736
7,1,5,9,101742
6,4,2,10,101748
5,7,9,0,101754
6,0,9,7,101760
5,3,6,8,101766
4,6,3,9,101772
3,9,0,10,101778
3,5,7,7,101790
2,8,4,8,101796
9,6,2,4,101802
1,7,8,6,101814
9,2,9,1,101814
8,5,6,2,101820
7,8,3,3,101826
8,1,3,10,101832
6,7,7,1,101844
7,0,7,8,101850
6,3,4,9,101856
5,6,1,10,101862
4,9,8,0,101868
5,2,8,7,101874
4,5,5,8,101880
3,8,2,9,101886
3,4,9,6,101898
2,7,6,7,101904
9,5,4,3,101910
8,8,1,4,101916
0,9,7,6,101928
8,4,8,1,101928
7,7,5,2,101934
8,0,5,9,101940
7,3,2,10,101946
6,6,9,0,101952
5,9,6,1,101958
6,2,6,8,101964
5,5,3,9,101970
4,8,0,10,101976
4,4,7,7,101988
3,7,4,8,101994
2,6,8,6,102012
1,9,5,7,102018
9,4,6,2,102018
8,7,3,3,102024
9,0,3,10,102030
0,8,9,5,102036
7,6,7,1,102042
6,9,4,2,102048
7,2,4,9,102054
6,5,1,10,102060
5,8,8,0,102066
6,1,8,7,102072
5,4,5,8,102078
4,7,2,9,102084
4,3,9,6,102096
3,6,6,7,102102
2,9,3,8,102108
9,7,1,4,102114
1,8,7,6,102126
9,3,8,1,102126
8,6,5,2,102132
7,9,2,3,102138
8,2,2,10,102144
7,5,9,0,102150
6,8,6,1,102156
7,1,6,8,102162
6,4,3,9,102168
5,7,0,10,102174
5,3,7,7,102186
4,6,4,8,102192
3,9,1,9,102198
3,5,8,6,102210
2,8,5,7,102216
9,6,3,3,102222
8,9,0,4,102228
1,7,9,5,102234
8,5,7,1,102240
7,8,4,2,102246
8,1,4,9,102252
7,4,1,10,102258
6,7,8,0,102264
7,0,8,7,102270
6,3,5,8,102276
5,6,2,9,102282
5,2,9,6,102294
4,5,6,7,102300
3,8,3,8,102306
2,7,7,6,102324
9,5,5,2,102330
8,8,2,3,102336
9,1,2,10,102342
0,9,8,5,102348
8,4,9,0,102348
7,7,6,1,102354
8,0,6,8,102360
7,3,3,9,102366
6,6,0,10,102372
5,9,7,0,102378
6,2,7,7,102384
5,5,4,8,102390
4,8,1,9,102396
4,4,8,6,102408
3,7,5,7,102414
9,8,0,4,102426
2,6,9,5,102432
1,9,6,6,102438
9,4,7,1,102438
8,7,4,2,102444
9,0,4,9,102450
8,3,1,10,102456
7,6,8,0,102462
6,9,5,1,102468
7,2,5,8,102474
6,5,2,9,102480
6,1,9,6,102492
5,4,6,7,102498
4,7,3,8,102504
3,6,7,6,102522
2,9,4,7,102528
9,7,2,3,102534
1,8,8,5,102546
9,3,9,0,102546
8,6,6,1,102552
7,9,3,2,102558
8,2,3,9,102564
7,5,0,10,102570
6,8,7,0,102576
7,1,7,7,102582
6,4,4,8,102588
5,7,1,9,102594
5,3,8,6,102606
4,6,5,7,102612
3,9,2,8,102618
3,5,9,5,102630
2,8,6,6,102636
9,6,4,2,102642
8,9,1,3,102648
9,2,1,10,102654
8,5,8,0,102660
7,8,5,1,102666
8,1,5,8,102672
7,4,2,9,102678
7,0,9,6,102690
6,3,6,7,102696
5,6,3,8,102702
4,9,0,9,102708
4,5,7,6,102720
3,8,4,7,102726
2,7,8,5,102744
9,5,6,1,102750
8,8,3,2,102756
9,1,3,9,102762
0,9,9,4,102768
8,4,0,10,102768
7,7,7,0,102774
8,0,7,7,102780
7,3,4,8,102786
6,6,1,9,102792
6,2,8,6,102804
5,5,5,7,102810
4,8,2,8,102816
4,4,9,5,102828
3,7,6,6,102834
9,8,1,3,102846
1,9,7,5,102858
9,4,8,0,102858
8,7,5,1,102864
9,0,5,8,102870
8,3,2,9,102876
6,9,6,0,102888
7,2,6,7,102894
6,5,3,8,102900
5,8,0,9,102906
5,4,7,6,102918
4,7,4,7,102924
3,6,8,5,102942
2,9,5,6,102948
9,7,3,2,102954
1,8,9,4,102966
9,3,0,10,102966
8,6,7,0,102972
7,9,4,1,102978
8,2,4,8,102984
7,5,1,9,102990
0,3,10,10,102996
7,1,8,6,103002
6,4,5,7,103008
5,7,2,8,103014
5,3,9,5,103026
4,6,6,6,103032
3,9,3,7,103038
2,8,7,5,103056
9,6,5,1,103062
8,9,2,2,103068
9,2,2,9,103074
7,8,6,0,103086
8,1,6,7,103092
7,4,3,8,103098
6,7,0,9,103104
6,3,7,6,103116
5,6,4,7,103122
4,9,1,8,103128
4,5,8,5,103140
3,8,5,6,103146
9,9,0,3,103158
2,7,9,4,103164
9,5,7,0,103170
8,8,4,1,103176
9,1,4,8,103182
8,4,1,9,103188
1,2,10,10,103194
8,0,8,6,103200
7,3,5,7,103206
6,6,2,8,103212
6,2,9,5,103224
5,5,6,6,103230
4,8,3,7,103236
3,7,7,5,103254
9,8,2,2,103266
1,9,8,4,103278
8,7,6,0,103284
9,0,6,7,103290
8,3,3,8,103296
7,6,0,9,103302
0,4,9,10,103308
7,2,7,6,103314
6,5,4,7,103320
5,8,1,8,103326
5,4,8,5,103338
4,7,5,6,103344
3,6,9,4,103362
2,9,6,5,103368
9,7,4,1,103374
9,3,1,9,103386
2,1,10,10,103392
7,9,5,0,103398
8,2,5,7,103404
7,5,2,8,103410
7,1,9,5,103422
6,4,6,6,103428
5,7,3,7,103434
4,6,7,5,103452
3,9,4,6,103458
2,8,8,4,103476
9,6,6,0,103482
8,9,3,1,103488
9,2,3,8,103494
8,5,0,9,103500
1,3,9,10,103506
8,1,7,6,103512
7,4,4,7,103518
6,7,1,8,103524
6,3,8,5,103536
5,6,5,6,103542
4,9,2,7,103548
4,5,9,4,103560
3,8,6,5,103566
9,9,1,2,103578
3,0,10,10,103590
8,8,5,0,103596
9,1,5,7,103602
8,4,2,8,103608
0,5,8,10,103620
8,0,9,5,103620
7,3,6,6,103626
6,6,3,7,103632
5,9,0,8,103638
5,5,7,5,103650
4,8,4,6,103656
3,7,8,4,103674
9,8,3,1,103686
1,9,9,3,103698
9,4,0,9,103698
2,2,9,10,103704
9,0,7,6,103710
8,3,4,7,103716
7,6,1,8,103722
7,2,8,5,103734
6,5,5,6,103740
5,8,2,7,103746
5,4,9,4,103758
4,7,6,5,103764
2,9,7,4,103788
9,7,5,0,103794
9,3,2,8,103806
1,4,8,10,103818
8,2,6,6,103824
7,5,3,7,103830
6,8,0,8,103836
6,4,7,5,103848
5,7,4,6,103854
4,6,8,4,103872
3,9,5,5,103878
2,8,9,3,103896
3,1,9,10,103902
8,9,4,0,103908
9,2,4,7,103914
8,5,1,8,103920
0,6,7,10,103932
8,1,8,5,103932
7,4,5,6,103938
6,7,2,7,103944
6,3,9,4,103956
5,6,6,5,103962
4,9,3,6,103968
3,8,7,4,103986
9,9,2,1,103998
2,3,8,10,104016
9,1,6,6,104022
8,4,3,7,104028
7,7,0,8,104034
0,5,9,9,104040
7,3,7,5,104046
6,6,4,6,104052
5,9,1,7,104058
5,5,8,4,104070
4,8,5,5,104076
3,7,9,3,104094
4,0,9,10,104100
9,8,4,0,104106
9,4,1,8,104118
1,5,7,10,104130
9,0,8,5,104130
8,3,5,6,104136
7,6,2,7,104142
7,2,9,4,104154
6,5,6,5,104160
5,8,3,6,104166
4,7,7,4,104184
2,9,8,3,104208
3,2,8,10,104214
9,3,3,7,104226
8,6,0,8,104232
1,4,9,9,104238
0,7,6,10,104244
8,2,7,5,104244
7,5,4,6,104250
6,8,1,7,104256
6,4,8,4,104268
5,7,5,5,104274
4,6,9,3,104292
3,9,6,4,104298
2,4,7,10,104328
9,2,5,6,104334
8,5,2,7,104340
0,6,8,9,104352
8,1,9,4,104352
7,4,6,5,104358
6,7,3,6,104364
5,6,7,4,104382
4,9,4,5,104388
3,8,8,3,104406
4,1,8,10,104412
9,9,3,0,104418
9,5,0,8,104430
2,3,9,9,104436
1,6,6,10,104442
9,1,7,5,104442
8,4,4,6,104448
7,7,1,7,104454
7,3,8,4,104466
6,6,5,5,104472
5,9,2,6,104478
5,5,9,3,104490
4,8,6,4,104496
3,3,7,10,104526
9,4,2,7,104538
1,5,8,9,104550
9,0,9,4,104550
0,8,5,10,104556
8,3,6,5,104556
7,6,3,6,104562
6,9,0,7,104568
6,5,7,4,104580
5,8,4,5,104586
4,7,8,3,104604
5,0,8,10,104610
2,9,9,2,104628
3,2,9,9,104634
2,5,6,10,104640
9,3,4,6,104646
8,6,1,7,104652
0,7,7,9,104664
8,2,8,4,104664
7,5,5,5,104670
6,8,2,6,104676
6,4,9,3,104688
5,7,6,4,104694
3,9,7,3,104718
4,2,7,10,104724
2,4,8,9,104748
1,7,5,10,104754
9,2,6,5,104754
8,5,3,6,104760
7,8,0,7,104766
0,6,9,8,104772
7,4,7,4,104778
6,7,4,5,104784
5,6,8,3,104802
4,9,5,4,104808
3,8,9,2,104826
4,1,9,9,104832
3,4,6,10,104838
9,5,1,7,104850
1,6,7,9,104862
9,1,8,4,104862
0,9,4,10,104868
8,4,5,5,104868
7,7,2,6,104874
7,3,9,3,104886
6,6,6,4,104892
5,9,3,5,104898
4,8,7,3,104916
5,1,7,10,104922
3,3,8,9,104946
2,6,5,10,104952
9,4,3,6,104958
8,7,0,7,104964
1,5,9,8,104970
0,8,6,9,104976
8,3,7,4,104976
7,6,4,5,104982
6,9,1,6,104988
6,5,8,3,105000
5,8,5,4,105006
4,7,9,2,105024
5,0,9,9,105030
4,3,6,10,105036
2,5,7,9,105060
1,8,4,10,105066
9,3,5,5,105066
8,6,2,6,105072
0,7,8,8,105084
8,2,9,3,105084
7,5,6,4,105090
6,8,3,5,105096
5,7,7,3,105114
6,0,7,10,105120
3,9,8,2,105138
4,2,8,9,105144
3,5,5,10,105150
9,6,0,7,105162
2,4,9,8,105168
1,7,6,9,105174
9,2,7,4,105174
8,5,4,5,105180
7,8,1,6,105186
7,4,8,3,105198
6,7,5,4,105204
5,6,9,2,105222
4,9,6,3,105228
5,2,6,10,105234
3,4,7,9,105258
2,7,4,10,105264
9,5,2,6,105270
1,6,8,8,105282
9,1,9,3,105282
0,9,5,9,105288
8,4,6,4,105288
7,7,3,5,105294
6,6,7,3,105312
5,9,4,4,105318
4,8,8,2,105336
5,1,8,9,105342
4,4,5,10,105348
3,3,9,8,105366
2,6,6,9,105372
1,9,3,10,105378
9,4,4,5,105378
8,7,1,6,105384
0,8,7,8,105396
8,3,8,3,105396
7,6,5,4,105402
6,9,2,5,105408
6,5,9,2,105420
5,8,6,3,105426
6,1,6,10,105432
4,3,7,9,105456
3,6,4,10,105462
2,5,8,8,105480
1,8,5,9,105486
9,3,6,4,105486
8,6,3,5,105492
7,9,0,6,105498
0,7,9,7,105504
7,5,7,3,105510
6,8,4,4,105516
5,7,8,2,105534
6,0,8,9,105540
5,3,5,10,105546
3,9,9,1,105558
4,2,9,8,105564
3,5,6,9,105570
2,8,3,10,105576
9,6,1,6,105582
1,7,7,8,105594
9,2,8,3,105594
8,5,5,4,105600
7,8,2,5,105606
7,4,9,2,105618
6,7,6,3,105624
7,0,6,10,105630
4,9,7,2,105648
5,2,7,9,105654
4,5,4,10,105660
3,4,8,8,105678
2,7,5,9,105684
9,5,3,5,105690
8,8,0,6,105696
1,6,9,7,105702
0,9,6,8,105708
8,4,7,3,105708
7,7,4,4,105714
6,6,8,2,105732
5,9,5,3,105738
6,2,5,10,105744
4,8,9,1,105756
5,1,9,8,105762
4,4,6,9,105768
3,7,3,10,105774
2,6,7,8,105792
1,9,4,9,105798
9,4,5,4,105798
8,7,2,5,105804
0,8,8,7,105816
8,3,9,2,105816
7,6,6,3,105822
6,9,3,4,105828
5,8,7,2,105846
6,1,7,9,105852
5,4,4,10,105858
4,3,8,8,105876
3,6,5,9,105882
2,9,2,10,105888
9,7,0,6,105894
2,5,9,7,105900
1,8,6,8,105906
9,3,7,3,105906
8,6,4,4,105912
7,9,1,5,105918
7,5,8,2,105930
6,8,5,3,105936
7,1,5,10,105942
5,7,9,1,105954
6,0,9,8,105960
5,3,6,9,105966
4,6,3,10,105972
3,5,7,8,105990
2,8,4,9,105996
9,6,2,5,106002
1,7,8,7,106014
9,2,9,2,106014
8,5,6,3,106020
7,8,3,4,106026
6,7,7,2,106044
7,0,7,9,106050
6,3,4,10,106056
4,9,8,1,106068
5,2,8,8,106074
4,5,5,9,106080
3,8,2,10,106086
3,4,9,7,106098
2,7,6,8,106104
9,5,4,4,106110
8,8,1,5,106116
0,9,7,7,106128
8,4,8,2,106128
7,7,5,3,106134
8,0,5,10,106140
6,6,9,1,106152
5,9,6,2,106158
6,2,6,9,106164
5,5,3,10,106170
4,4,7,8,106188
3,7,4,9,106194
2,6,8,7,106212
1,9,5,8,106218
9,4,6,3,106218
8,7,3,4,106224
0,8,9,6,106236
7,6,7,2,106242
6,9,4,3,106248
7,2,4,10,106254
5,8,8,1,106266
6,1,8,8,106272
5,4,5,9,106278
4,7,2,10,106284
4,3,9,7,106296
3,6,6,8,106302
2,9,3,9,106308
9,7,1,5,106314
1,8,7,7,106326
9,3,8,2,106326
8,6,5,3,106332
7,9,2,4,106338
7,5,9,1,106350
6,8,6,2,106356
7,1,6,9,106362
6,4,3,10,106368
5,3,7,8,106386
4,6,4,9,106392
3,9,1,10,106398
3,5,8,7,106410
2,8,5,8,106416
9,6,3,4,106422
8,9,0,5,106428
1,7,9,6,106434
8,5,7,2,106440
7,8,4,3,106446
8,1,4,10,106452
6,7,8,1,106464
7,0,8,8,106470
6,3,5,9,106476
5,6,2,10,106482
4,9,9,0,106488
5,2,9,7,106494
4,5,6,8,106500
3,8,3,9,106506
2,7,7,7,106524
9,5,5,3,106530
8,8,2,4,106536
0,9,8,6,106548
8,4,9,1,106548
7,7,6,2,106554
8,0,6,9,106560
7,3,3,10,106566
5,9,7,1,106578
6,2,7,8,106584
5,5,4,9,106590
4,8,1,10,106596
4,4,8,7,106608
3,7,5,8,106614
9,8,0,5,106626
2,6,9,6,106632
1,9,6,7,106638
9,4,7,2,106638
8,7,4,3,106644
9,0,4,10,106650
7,6,8,1,106662
6,9,5,2,106668
7,2,5,9,106674
6,5,2,10,106680
5,8,9,0,106686
6,1,9,7,106692
5,4,6,8,106698
4,7,3,9,106704
3,6,7,7,106722
2,9,4,8,106728
9,7,2,4,106734
1,8,8,6,106746
9,3,9,1,106746
8,6,6,2,106752
7,9,3,3,106758
8,2,3,10,106764
6,8,7,1,106776
7,1,7,8,106782
6,4,4,9,106788
5,7,1,10,106794
5,3,8,7,106806
4,6,5,8,106812
3,9,2,9,106818
3,5,9,6,106830
2,8,6,7,106836
9,6,4,3,106842
8,9,1,4,106848
8,5,8,1,106860
7,8,5,2,106866
8,1,5,9,106872
7,4,2,10,106878
6,7,9,0,106884
7,0,9,7,106890
6,3,6,8,106896
5,6,3,9,106902
4,9,0,10,106908
4,5,7,7,106920
3,8,4,8,106926
2,7,8,6,106944
9,5,6,2,106950
8,8,3,3,106956
9,1,3,10,106962
0,9,9,5,106968
7,7,7,1,106974
8,0,7,8,106980
7,3,4,9,106986
6,6,1,10,106992
5,9,8,0,106998
6,2,8,7,107004
5,5,5,8,107010
4,8,2,9,107016
4,4,9,6,107028
3,7,6,7,107034
9,8,1,4,107046
1,9,7,6,107058
9,4,8,1,107058
8,7,5,2,107064
9,0,5,9,107070
8,3,2,10,107076
7,6,9,0,107082
6,9,6,1,107088
7,2,6,8,107094
6,5,3,9,107100
5,8,0,10,107106
5,4,7,7,107118
4,7,4,8,107124
3,6,8,6,107142
2,9,5,7,107148
9,7,3,3,107154
1,8,9,5,107166
8,6,7,1,107172
7,9,4,2,107178
8,2,4,9,107184
7,5,1,10,107190
6,8,8,0,107196
7,1,8,7,107202
6,4,5,8,107208
5,7,2,9,107214
5,3,9,6,107226
4,6,6,7,107232
3,9,3,8,107238
2,8,7,6,107256
9,6,5,2,107262
8,9,2,3,107268
9,2,2,10,107274
8,5,9,0,107280
7,8,6,1,107286
8,1,6,8,107292
7,4,3,9,107298
6,7,0,10,107304
6,3,7,7,107316
5,6,4,8,107322
4,9,1,9,107328
4,5,8,6,107340
3,8,5,7,107346
9,9,0,4,107358
2,7,9,5,107364
9,5,7,1,107370
8,8,4,2,107376
9,1,4,9,107382
8,4,1,10,107388
7,7,8,0,107394
8,0,8,7,107400
7,3,5,8,107406
6,6,2,9,107412
6,2,9,6,107424
5,5,6,7,107430
4,8,3,8,107436
3,7,7,6,107454
9,8,2,3,107466
1,9,8,5,107478
9,4,9,0,107478
8,7,6,1,107484
9,0,6,8,107490
8,3,3,9,107496
7,6,0,10,107502
6,9,7,0,107508
7,2,7,7,107514
6,5,4,8,107520
5,8,1,9,107526
5,4,8,6,107538
4,7,5,7,107544
3,6,9,5,107562
2,9,6,6,107568
9,7,4,2,107574
9,3,1,10,107586
8,6,8,0,107592
7,9,5,1,107598
8,2,5,8,107604
7,5,2,9,107610
7,1,9,6,107622
6,4,6,7,107628
5,7,3,8,107634
4,6,7,6,107652
3,9,4,7,107658
2,8,8,5,107676
9,6,6,1,107682
8,9,3,2,107688
9,2,3,9,107694
8,5,0,10,107700
7,8,7,0,107706
8,1,7,7,107712
7,4,4,8,107718
6,7,1,9,107724
6,3,8,6,107736
5,6,5,7,107742
4,9,2,8,107748
4,5,9,5,107760
3,8,6,6,107766
9,9,1,3,107778
9,5,8,0,107790
8,8,5,1,107796
9,1,5,8,107802
8,4,2,9,107808
8,0,9,6,107820
7,3,6,7,107826
6,6,3,8,107832
5,9,0,9,107838
5,5,7,6,107850
4,8,4,7,107856
3,7,8,5,107874
9,8,3,2,107886
1,9,9,4,107898
9,4,0,10,107898
8,7,7,0,107904
9,0,7,7,107910
8,3,4,8,107916
7,6,1,9,107922
0,4,10,10,107928
7,2,8,6,107934
6,5,5,7,107940
5,8,2,8,107946
5,4,9,5,107958
4,7,6,6,107964
2,9,7,5,107988
9,7,5,1,107994
9,3,2,9,108006
7,9,6,0,108018
8,2,6,7,108024
7,5,3,8,108030
6,8,0,9,108036
6,4,7,6,108048
5,7,4,7,108054
4,6,8,5,108072
3,9,5,6,108078
2,8,9,4,108096
9,6,7,0,108102
8,9,4,1,108108
9,2,4,8,108114
8,5,1,9,108120
1,3,10,10,108126
8,1,8,6,108132
7,4,5,7,108138
6,7,2,8,108144
6,3,9,5,108156
5,6,6,6,108162
4,9,3,7,108168
3,8,7,5,108186
9,9,2,2,108198
8,8,6,0,108216
9,1,6,7,108222
8,4,3,8,108228
7,7,0,9,108234
0,5,9,10,108240
7,3,7,6,108246
6,6,4,7,108252
5,9,1,8,108258
5,5,8,5,108270
4,8,5,6,108276
3,7,9,4,108294
9,8,4,1,108306
9,4,1,9,108318
2,2,10,10,108324
9,0,8,6,108330
8,3,5,7,108336
7,6,2,8,108342
7,2,9,5,108354
6,5,6,6,108360
5,8,3,7,108366
4,7,7,5,108384
2,9,8,4,108408
9,7,6,0,108414
9,3,3,8,108426
8,6,0,9,108432
1,4,9,10,108438
8,2,7,6,108444
7,5,4,7,108450
6,8,1,8,108456
6,4,8,5,108468
5,7,5,6,108474
4,6,9,4,108492
3,9,6,5,108498
3,1,10,10,108522
8,9,5,0,108528
9,2,5,7,108534
8,5,2,8,108540
0,6,8,10,108552
8,1,9,5,108552
7,4,6,6,108558
6,7,3,7,108564
5,6,7,5,108582
4,9,4,6,108588
3,8,8,4,108606
9,9,3,1,108618
9,5,0,9,108630
2,3,9,10,108636
9,1,7,6,108642
8,4,4,7,108648
7,7,1,8,108654
7,3,8,5,108666
6,6,5,6,108672
5,9,2,7,108678
5,5,9,4,108690
4,8,6,5,108696
4,0,10,10,108720
9,8,5,0,108726
9,4,2,8,108738
1,5,8,10,108750
9,0,9,5,108750
8,3,6,6,108756
7,6,3,7,108762
6,9,0,8,108768
6,5,7,5,108780
5,8,4,6,108786
4,7,8,4,108804
2,9,9,3,108828
3,2,9,10,108834
9,3,4,7,108846
8,6,1,8,108852
0,7,7,10,108864
8,2,8,5,108864
7,5,5,6,108870
6,8,2,7,108876
6,4,9,4,108888
5,7,6,5,108894
3,9,7,4,108918
2,4,8,10,108948
9,2,6,6,108954
8,5,3,7,108960
7,8,0,8,108966
0,6,9,9,108972
7,4,7,5,108978
6,7,4,6,108984
5,6,8,4,109002
4,9,5,5,109008
3,8,9,3,109026
4,1,9,10,109032
9,9,4,0,109038
9,5,1,8,109050
1,6,7,10,109062
9,1,8,5,109062
8,4,5,6,109068
7,7,2,7,109074
7,3,9,4,109086
6,6,6,5,109092
5,9,3,6,109098
4,8,7,4,109116
3,3,8,10,109146
9,4,3,7,109158
8,7,0,8,109164
1,5,9,9,109170
0,8,6,10,109176
8,3,7,5,109176
7,6,4,6,109182
6,9,1,7,109188
6,5,8,4,109200
5,8,5,5,109206
4,7,9,3,109224
5,0,9,10,109230
2,5,7,10,109260
9,3,5,6,109266
8,6,2,7,109272
0,7,8,9,109284
8,2,9,4,109284
7,5,6,5,109290
6,8,3,6,109296
5,7,7,4,109314
3,9,8,3,109338
4,2,8,10,109344
9,6,0,8,109362
2,4,9,9,109368
1,7,6,10,109374
9,2,7,5,109374
8,5,4,6,109380
7,8,1,7,109386
7,4,8,4,109398
6,7,5,5,109404
5,6,9,3,109422
4,9,6,4,109428
3,4,7,10,109458
9,5,2,7,109470
1,6,8,9,109482
9,1,9,4,109482
0,9,5,10,109488
8,4,6,5,109488
7,7,3,6,109494
6,6,7,4,109512
5,9,4,5,109518
4,8,8,3,109536
5,1,8,10,109542
3,3,9,9,109566
2,6,6,10,109572
9,4,4,6,109578
8,7,1,7,109584
0,8,7,9,109596
8,3,8,4,109596
7,6,5,5,109602
6,9,2,6,109608
6,5,9,3,109620
5,8,6,4,109626
4,3,7,10,109656
2,5,8,9,109680
1,8,5,10,109686
9,3,6,5,109686
8,6,3,6,109692
7,9,0,7,109698
0,7,9,8,109704
7,5,7,4,109710
6,8,4,5,109716
5,7,8,3,109734
6,0,8,10,109740
3,9,9,2,109758
4,2,9,9,109764
3,5,6,10,109770
9,6,1,7,109782
1,7,7,9,109794
9,2,8,4,109794
8,5,5,5,109800
7,8,2,6,109806
7,4,9,3,109818
6,7,6,4,109824
4,9,7,3,109848
5,2,7,10,109854
3,4,8,9,109878
2,7,5,10,109884
9,5,3,6,109890
8,8,0,7,109896
1,6,9,8,109902
0,9,6,9,109908
8,4,7,4,109908
7,7,4,5,109914
6,6,8,3,109932
5,9,5,4,109938
4,8,9,2,109956
5,1,9,9,109962
4,4,6,10,109968
2,6,7,9,109992
1,9,4,10,109998
9,4,5,5,109998
8,7,2,6,110004
0,8,8,8,110016
8,3,9,3,110016
7,6,6,4,110022
6,9,3,5,110028
5,8,7,3,110046
6,1,7,10,110052
4,3,8,9,110076
3,6,5,10,110082
9,7,0,7,110094
2,5,9,8,110100
1,8,6,9,110106
9,3,7,4,110106
8,6,4,5,110112
7,9,1,6,110118
7,5,8,3,110130
6,8,5,4,110136
5,7,9,2,110154
6,0,9,9,110160
5,3,6,10,110166
3,5,7,9,110190
2,8,4,10,110196
9,6,2,6,110202
1,7,8,8,110214
9,2,9,3,110214
8,5,6,4,110220
7,8,3,5,110226
6,7,7,3,110244
7,0,7,10,110250
4,9,8,2,110268
5,2,8,9,110274
4,5,5,10,110280
3,4,9,8,110298
2,7,6,9,110304
9,5,4,5,110310
8,8,1,6,110316
0,9,7,8,110328
8,4,8,3,110328
7,7,5,4,110334
6,6,9,2,110352
5,9,6,3,110358
6,2,6,10,110364
4,4,7,9,110388
3,7,4,10,110394
2,6,8,8,110412
1,9,5,9,110418
9,4,6,4,110418
8,7,3,5,110424
0,8,9,7,110436
7,6,7,3,110442
6,9,4,4,110448
5,8,8,2,110466
6,1,8,9,110472
5,4,5,10,110478
4,3,9,8,110496
3,6,6,9,110502
2,9,3,10,110508
9,7,1,6,110514
1,8,7,8,110526
9,3,8,3,110526
8,6,5,4,110532
7,9,2,5,110538
7,5,9,2,110550
6,8,6,3,110556
7,1,6,10,110562
5,3,7,9,110586
4,6,4,10,110592
3,5,8,8,110610
2,8,5,9,110616
9,6,3,5,110622
8,9,0,6,110628
1,7,9,7,110634
8,5,7,3,110640
7,8,4,4,110646
6,7,8,2,110664
7,0,8,9,110670
6,3,5,10,110676
4,9,9,1,110688
5,2,9,8,110694
4,5,6,9,110700
3,8,3,10,110706
2,7,7,8,110724
9,5,5,4,110730
8,8,2,5,110736
0,9,8,7,110748
8,4,9,2,110748
7,7,6,3,110754
8,0,6,10,110760
5,9,7,2,110778
6,2,7,9,110784
5,5,4,10,110790
4,4,8,8,110808
3,7,5,9,110814
9,8,0,6,110826
2,6,9,7,110832
1,9,6,8,110838
9,4,7,3,110838
8,7,4,4,110844
7,6,8,2,110862
6,9,5,3,110868
7,2,5,10,110874
5,8,9,1,110886
6,1,9,8,110892
5,4,6,9,110898
4,7,3,10,110904
3,6,7,8,110922
2,9,4,9,110928
9,7,2,5,110934
1,8,8,7,110946
9,3,9,2,110946
8,6,6,3,110952
7,9,3,4,110958
6,8,7,2,110976
7,1,7,9,110982
6,4,4,10,110988
5,3,8,8,111006
4,6,5,9,111012
3,9,2,10,111018
3,5,9,7,111030
2,8,6,8,111036
9,6,4,4,111042
8,9,1,5,111048
8,5,8,2,111060
7,8,5,3,111066
8,1,5,10,111072
6,7,9,1,111084
7,0,9,8,111090
6,3,6,9,111096
5,6,3,10,111102
4,5,7,8,111120
3,8,4,9,111126
2,7,8,7,111144
9,5,6,3,111150
8,8,3,4,111156
0,9,9,6,111168
7,7,7,2,111174
8,0,7,9,111180
7,3,4,10,111186
5,9,8,1,111198
6,2,8,8,111204
5,5,5,9,111210
4,8,2,10,111216
4,4,9,7,111228
3,7,6,8,111234
9,8,1,5,111246
1,9,7,7,111258
9,4,8,2,111258
8,7,5,3,111264
9,0,5,10,111270
7,6,9,1,111282
6,9,6,2,111288
7,2,6,9,111294
6,5,3,10,111300
5,4,7,8,111318
4,7,4,9,111324
3,6,8,7,111342
2,9,5,8,111348
9,7,3,4,111354
1,8,9,6,111366
8,6,7,2,111372
7,9,4,3,111378
8,2,4,10,111384
6,8,8,1,111396
7,1,8,8,111402
6,4,5,9,111408
5,7,2,10,111414
5,3,9,7,111426
4,6,6,8,111432
3,9,3,9,111438
2,8,7,7,111456
9,6,5,3,111462
8,9,2,4,111468
8,5,9,1,111480
7,8,6,2,111486
8,1,6,9,111492
7,4,3,10,111498
6,3,7,8,111516
5,6,4,9,111522
4,9,1,10,111528
4,5,8,7,111540
3,8,5,8,111546
9,9,0,5,111558
2,7,9,6,111564
9,5,7,2,111570
8,8,4,3,111576
9,1,4,10,111582
7,7,8,1,111594
8,0,8,8,111600
7,3,5,9,111606
6,6,2,10,111612
5,9,9,0,111618
6,2,9,7,111624
5,5,6,8,111630
4,8,3,9,111636
3,7,7,7,111654
9,8,2,4,111666
1,9,8,6,111678
9,4,9,1,111678
8,7,6,2,111684
9,0,6,9,111690
8,3,3,10,111696
6,9,7,1,111708
7,2,7,8,111714
6,5,4,9,111720
5,8,1,10,111726
5,4,8,7,111738
4,7,5,8,111744
