2m,4m,6m,mm,,,,,,,,,,
3,4,8,4,3310,,,,,,,,,
4,2,9,4,3310,,,,,,,,,
1,9,4,5,3311,,,,,,,,,
2,7,5,5,3311,,,,,,,,,
3,5,6,5,3311,,,,,,,,,
4,3,7,5,3311,,,,,,,,,
5,1,8,5,3311,,,,,,,,,
2,8,3,6,3312,,,,,,,,,
3,6,4,6,3312,,,,,,,,,
4,4,5,6,3312,,,,,,,,,
5,2,6,6,3312,,,,,,,,,
6,0,7,6,3312,,,,,,,,,
2,9,1,7,3313,,,,,,,,,
3,7,2,7,3313,,,,,,,,,
4,5,3,7,3313,,,,,,,,,
5,3,4,7,3313,,,,,,,,,
6,1,5,7,3313,,,,,,,,,
3,8,0,8,3314,,,,,,,,,
4,6,1,8,3314,,,,,,,,,
5,4,2,8,3314,,,,,,,,,
6,2,3,8,3314,,,,,,,,,
7,0,4,8,3314,,,,,,,,,
3,9,8,0,3315,,,,,,,,,
4,7,9,0,3315,,,,,,,,,
5,5,0,9,3315,,,,,,,,,
6,3,1,9,3315,,,,,,,,,
7,1,2,9,3315,,,,,,,,,
4,8,7,1,3316,,,,,,,,,
5,6,8,1,3316,,,,,,,,,
6,4,9,1,3316,,,,,,,,,
7,2,0,10,3316,,,,,,,,,
8,0,1,10,3316,,,,,,,,,
4,9,5,2,3317,,,,,,,,,
5,7,6,2,3317,,,,,,,,,
6,5,7,2,3317,,,,,,,,,
7,3,8,2,3317,,,,,,,,,
8,1,9,2,3317,,,,,,,,,
5,8,4,3,3318,,,,,,,,,
6,6,5,3,3318,,,,,,,,,
7,4,6,3,3318,,,,,,,,,
8,2,7,3,3318,,,,,,,,,
9,0,8,3,3318,,,,,,,,,
5,9,2,4,3319,,,,,,,,,
6,7,3,4,3319,,,,,,,,,
7,5,4,4,3319,,,,,,,,,
8,3,5,4,3319,,,,,,,,,
9,1,6,4,3319,,,,,,,,,
6,8,1,5,3320,,,,,,,,,
7,6,2,5,3320,,,,,,,,,
8,4,3,5,3320,,,,,,,,,
9,2,4,5,3320,,,,,,,,,
7,7,0,6,3321,,,,,,,,,
8,5,1,6,3321,,,,,,,,,
9,3,2,6,3321,,,,,,,,,
9,4,0,7,3322,,,,,,,,,
0,3,8,7,3323,,,,,,,,,
1,1,9,7,3323,,,,,,,,,
0,4,6,8,3324,,,,,,,,,
1,2,7,8,3324,,,,,,,,,
2,0,8,8,3324,,,,,,,,,
8,8,5,0,3324,,,,,,,,,
9,6,6,0,3324,,,,,,,,,
0,5,4,9,3325,,,,,,,,,
1,3,5,9,3325,,,,,,,,,
2,1,6,9,3325,,,,,,,,,
8,9,3,1,3325,,,,,,,,,
9,7,4,1,3325,,,,,,,,,
0,6,2,10,3326,,,,,,,,,
1,4,3,10,3326,,,,,,,,,
2,2,4,10,3326,,,,,,,,,
3,0,5,10,3326,,,,,,,,,
9,8,2,2,3326,,,,,,,,,
9,9,0,3,3327,,,,,,,,,
0,8,8,3,3328,,,,,,,,,
1,6,9,3,3328,,,,,,,,,
0,9,6,4,3329,,,,,,,,,
1,7,7,4,3329,,,,,,,,,
2,5,8,4,3329,,,,,,,,,
3,3,9,4,3329,,,,,,,,,
1,8,5,5,3330,,,,,,,,,
2,6,6,5,3330,,,,,,,,,
3,4,7,5,3330,,,,,,,,,
4,2,8,5,3330,,,,,,,,,
5,0,9,5,3330,,,,,,,,,
1,9,3,6,3331,,,,,,,,,
2,7,4,6,3331,,,,,,,,,
3,5,5,6,3331,,,,,,,,,
4,3,6,6,3331,,,,,,,,,
5,1,7,6,3331,,,,,,,,,
2,8,2,7,3332,,,,,,,,,
3,6,3,7,3332,,,,,,,,,
4,4,4,7,3332,,,,,,,,,
5,2,5,7,3332,,,,,,,,,
6,0,6,7,3332,,,,,,,,,
2,9,0,8,3333,,,,,,,,,
3,7,1,8,3333,,,,,,,,,
4,5,2,8,3333,,,,,,,,,
5,3,3,8,3333,,,,,,,,,
6,1,4,8,3333,,,,,,,,,
3,8,9,0,3334,,,,,,,,,
4,6,0,9,3334,,,,,,,,,
5,4,1,9,3334,,,,,,,,,
6,2,2,9,3334,,,,,,,,,
7,0,3,9,3334,,,,,,,,,
3,9,7,1,3335,,,,,,,,,
4,7,8,1,3335,,,,,,,,,
5,5,9,1,3335,,,,,,,,,
6,3,0,10,3335,,,,,,,,,
7,1,1,10,3335,,,,,,,,,
4,8,6,2,3336,,,,,,,,,
5,6,7,2,3336,,,,,,,,,
6,4,8,2,3336,,,,,,,,,
7,2,9,2,3336,,,,,,,,,
4,9,4,3,3337,,,,,,,,,
5,7,5,3,3337,,,,,,,,,
6,5,6,3,3337,,,,,,,,,
7,3,7,3,3337,,,,,,,,,
8,1,8,3,3337,,,,,,,,,
5,8,3,4,3338,,,,,,,,,
6,6,4,4,3338,,,,,,,,,
7,4,5,4,3338,,,,,,,,,
8,2,6,4,3338,,,,,,,,,
9,0,7,4,3338,,,,,,,,,
5,9,1,5,3339,,,,,,,,,
6,7,2,5,3339,,,,,,,,,
7,5,3,5,3339,,,,,,,,,
8,3,4,5,3339,,,,,,,,,
9,1,5,5,3339,,,,,,,,,
6,8,0,6,3340,,,,,,,,,
7,6,1,6,3340,,,,,,,,,
8,4,2,6,3340,,,,,,,,,
9,2,3,6,3340,,,,,,,,,
8,5,0,7,3341,,,,,,,,,
9,3,1,7,3341,,,,,,,,,
0,2,9,7,3342,,,,,,,,,
0,3,7,8,3343,,,,,,,,,
1,1,8,8,3343,,,,,,,,,
7,9,5,0,3343,,,,,,,,,
8,7,6,0,3343,,,,,,,,,
9,5,7,0,3343,,,,,,,,,
0,4,5,9,3344,,,,,,,,,
1,2,6,9,3344,,,,,,,,,
2,0,7,9,3344,,,,,,,,,
8,8,4,1,3344,,,,,,,,,
9,6,5,1,3344,,,,,,,,,
0,5,3,10,3345,,,,,,,,,
1,3,4,10,3345,,,,,,,,,
2,1,5,10,3345,,,,,,,,,
8,9,2,2,3345,,,,,,,,,
9,7,3,2,3345,,,,,,,,,
9,8,1,3,3346,,,,,,,,,
0,7,9,3,3347,,,,,,,,,
0,8,7,4,3348,,,,,,,,,
1,6,8,4,3348,,,,,,,,,
2,4,9,4,3348,,,,,,,,,
0,9,5,5,3349,,,,,,,,,
1,7,6,5,3349,,,,,,,,,
2,5,7,5,3349,,,,,,,,,
3,3,8,5,3349,,,,,,,,,
4,1,9,5,3349,,,,,,,,,
1,8,4,6,3350,,,,,,,,,
2,6,5,6,3350,,,,,,,,,
3,4,6,6,3350,,,,,,,,,
4,2,7,6,3350,,,,,,,,,
5,0,8,6,3350,,,,,,,,,
1,9,2,7,3351,,,,,,,,,
2,7,3,7,3351,,,,,,,,,
3,5,4,7,3351,,,,,,,,,
4,3,5,7,3351,,,,,,,,,
5,1,6,7,3351,,,,,,,,,
2,8,1,8,3352,,,,,,,,,
3,6,2,8,3352,,,,,,,,,
4,4,3,8,3352,,,,,,,,,
5,2,4,8,3352,,,,,,,,,
6,0,5,8,3352,,,,,,,,,
2,9,9,0,3353,,,,,,,,,
3,7,0,9,3353,,,,,,,,,
4,5,1,9,3353,,,,,,,,,
5,3,2,9,3353,,,,,,,,,
6,1,3,9,3353,,,,,,,,,
3,8,8,1,3354,,,,,,,,,
4,6,9,1,3354,,,,,,,,,
5,4,0,10,3354,,,,,,,,,
6,2,1,10,3354,,,,,,,,,
7,0,2,10,3354,,,,,,,,,
3,9,6,2,3355,,,,,,,,,
4,7,7,2,3355,,,,,,,,,
5,5,8,2,3355,,,,,,,,,
6,3,9,2,3355,,,,,,,,,
4,8,5,3,3356,,,,,,,,,
5,6,6,3,3356,,,,,,,,,
6,4,7,3,3356,,,,,,,,,
7,2,8,3,3356,,,,,,,,,
8,0,9,3,3356,,,,,,,,,
4,9,3,4,3357,,,,,,,,,
5,7,4,4,3357,,,,,,,,,
6,5,5,4,3357,,,,,,,,,
7,3,6,4,3357,,,,,,,,,
8,1,7,4,3357,,,,,,,,,
5,8,2,5,3358,,,,,,,,,
6,6,3,5,3358,,,,,,,,,
7,4,4,5,3358,,,,,,,,,
8,2,5,5,3358,,,,,,,,,
9,0,6,5,3358,,,,,,,,,
5,9,0,6,3359,,,,,,,,,
6,7,1,6,3359,,,,,,,,,
7,5,2,6,3359,,,,,,,,,
8,3,3,6,3359,,,,,,,,,
9,1,4,6,3359,,,,,,,,,
7,6,0,7,3360,,,,,,,,,
8,4,1,7,3360,,,,,,,,,
9,2,2,7,3360,,,,,,,,,
9,3,0,8,3361,,,,,,,,,
0,2,8,8,3362,,,,,,,,,
1,0,9,8,3362,,,,,,,,,
7,8,6,0,3362,,,,,,,,,
8,6,7,0,3362,,,,,,,,,
9,4,8,0,3362,,,,,,,,,
0,3,6,9,3363,,,,,,,,,
1,1,7,9,3363,,,,,,,,,
7,9,4,1,3363,,,,,,,,,
8,7,5,1,3363,,,,,,,,,
9,5,6,1,3363,,,,,,,,,
0,4,4,10,3364,,,,,,,,,
1,2,5,10,3364,,,,,,,,,
2,0,6,10,3364,,,,,,,,,
8,8,3,2,3364,,,,,,,,,
9,6,4,2,3364,,,,,,,,,
8,9,1,3,3365,,,,,,,,,
9,7,2,3,3365,,,,,,,,,
9,8,0,4,3366,,,,,,,,,
0,7,8,4,3367,,,,,,,,,
1,5,9,4,3367,,,,,,,,,
0,8,6,5,3368,,,,,,,,,
1,6,7,5,3368,,,,,,,,,
2,4,8,5,3368,,,,,,,,,
3,2,9,5,3368,,,,,,,,,
0,9,4,6,3369,,,,,,,,,
1,7,5,6,3369,,,,,,,,,
2,5,6,6,3369,,,,,,,,,
3,3,7,6,3369,,,,,,,,,
4,1,8,6,3369,,,,,,,,,
1,8,3,7,3370,,,,,,,,,
2,6,4,7,3370,,,,,,,,,
3,4,5,7,3370,,,,,,,,,
4,2,6,7,3370,,,,,,,,,
5,0,7,7,3370,,,,,,,,,
1,9,1,8,3371,,,,,,,,,
2,7,2,8,3371,,,,,,,,,
3,5,3,8,3371,,,,,,,,,
4,3,4,8,3371,,,,,,,,,
5,1,5,8,3371,,,,,,,,,
2,8,0,9,3372,,,,,,,,,
3,6,1,9,3372,,,,,,,,,
4,4,2,9,3372,,,,,,,,,
5,2,3,9,3372,,,,,,,,,
6,0,4,9,3372,,,,,,,,,
2,9,8,1,3373,,,,,,,,,
3,7,9,1,3373,,,,,,,,,
4,5,0,10,3373,,,,,,,,,
5,3,1,10,3373,,,,,,,,,
6,1,2,10,3373,,,,,,,,,
3,8,7,2,3374,,,,,,,,,
4,6,8,2,3374,,,,,,,,,
5,4,9,2,3374,,,,,,,,,
3,9,5,3,3375,,,,,,,,,
4,7,6,3,3375,,,,,,,,,
5,5,7,3,3375,,,,,,,,,
6,3,8,3,3375,,,,,,,,,
7,1,9,3,3375,,,,,,,,,
4,8,4,4,3376,,,,,,,,,
5,6,5,4,3376,,,,,,,,,
6,4,6,4,3376,,,,,,,,,
7,2,7,4,3376,,,,,,,,,
8,0,8,4,3376,,,,,,,,,
4,9,2,5,3377,,,,,,,,,
5,7,3,5,3377,,,,,,,,,
6,5,4,5,3377,,,,,,,,,
7,3,5,5,3377,,,,,,,,,
8,1,6,5,3377,,,,,,,,,
5,8,1,6,3378,,,,,,,,,
6,6,2,6,3378,,,,,,,,,
7,4,3,6,3378,,,,,,,,,
8,2,4,6,3378,,,,,,,,,
9,0,5,6,3378,,,,,,,,,
6,7,0,7,3379,,,,,,,,,
7,5,1,7,3379,,,,,,,,,
8,3,2,7,3379,,,,,,,,,
9,1,3,7,3379,,,,,,,,,
8,4,0,8,3380,,,,,,,,,
9,2,1,8,3380,,,,,,,,,
0,1,9,8,3381,,,,,,,,,
6,9,6,0,3381,,,,,,,,,
7,7,7,0,3381,,,,,,,,,
8,5,8,0,3381,,,,,,,,,
9,3,9,0,3381,,,,,,,,,
0,2,7,9,3382,,,,,,,,,
1,0,8,9,3382,,,,,,,,,
7,8,5,1,3382,,,,,,,,,
8,6,6,1,3382,,,,,,,,,
9,4,7,1,3382,,,,,,,,,
0,3,5,10,3383,,,,,,,,,
1,1,6,10,3383,,,,,,,,,
7,9,3,2,3383,,,,,,,,,
8,7,4,2,3383,,,,,,,,,
9,5,5,2,3383,,,,,,,,,
8,8,2,3,3384,,,,,,,,,
9,6,3,3,3384,,,,,,,,,
8,9,0,4,3385,,,,,,,,,
9,7,1,4,3385,,,,,,,,,
0,6,9,4,3386,,,,,,,,,
0,7,7,5,3387,,,,,,,,,
1,5,8,5,3387,,,,,,,,,
2,3,9,5,3387,,,,,,,,,
0,8,5,6,3388,,,,,,,,,
1,6,6,6,3388,,,,,,,,,
2,4,7,6,3388,,,,,,,,,
3,2,8,6,3388,,,,,,,,,
4,0,9,6,3388,,,,,,,,,
0,9,3,7,3389,,,,,,,,,
1,7,4,7,3389,,,,,,,,,
2,5,5,7,3389,,,,,,,,,
3,3,6,7,3389,,,,,,,,,
4,1,7,7,3389,,,,,,,,,
1,8,2,8,3390,,,,,,,,,
2,6,3,8,3390,,,,,,,,,
3,4,4,8,3390,,,,,,,,,
4,2,5,8,3390,,,,,,,,,
5,0,6,8,3390,,,,,,,,,
1,9,0,9,3391,,,,,,,,,
2,7,1,9,3391,,,,,,,,,
3,5,2,9,3391,,,,,,,,,
4,3,3,9,3391,,,,,,,,,
5,1,4,9,3391,,,,,,,,,
2,8,9,1,3392,,,,,,,,,
3,6,0,10,3392,,,,,,,,,
4,4,1,10,3392,,,,,,,,,
5,2,2,10,3392,,,,,,,,,
6,0,3,10,3392,,,,,,,,,
2,9,7,2,3393,,,,,,,,,
3,7,8,2,3393,,,,,,,,,
4,5,9,2,3393,,,,,,,,,
3,8,6,3,3394,,,,,,,,,
4,6,7,3,3394,,,,,,,,,
5,4,8,3,3394,,,,,,,,,
6,2,9,3,3394,,,,,,,,,
3,9,4,4,3395,,,,,,,,,
4,7,5,4,3395,,,,,,,,,
5,5,6,4,3395,,,,,,,,,
6,3,7,4,3395,,,,,,,,,
7,1,8,4,3395,,,,,,,,,
4,8,3,5,3396,,,,,,,,,
5,6,4,5,3396,,,,,,,,,
6,4,5,5,3396,,,,,,,,,
7,2,6,5,3396,,,,,,,,,
8,0,7,5,3396,,,,,,,,,
4,9,1,6,3397,,,,,,,,,
5,7,2,6,3397,,,,,,,,,
6,5,3,6,3397,,,,,,,,,
7,3,4,6,3397,,,,,,,,,
8,1,5,6,3397,,,,,,,,,
5,8,0,7,3398,,,,,,,,,
6,6,1,7,3398,,,,,,,,,
7,4,2,7,3398,,,,,,,,,
8,2,3,7,3398,,,,,,,,,
9,0,4,7,3398,,,,,,,,,
7,5,0,8,3399,,,,,,,,,
8,3,1,8,3399,,,,,,,,,
9,1,2,8,3399,,,,,,,,,
6,8,7,0,3400,,,,,,,,,
7,6,8,0,3400,,,,,,,,,
8,4,9,0,3400,,,,,,,,,
9,2,0,9,3400,,,,,,,,,
0,1,8,9,3401,,,,,,,,,
6,9,5,1,3401,,,,,,,,,
7,7,6,1,3401,,,,,,,,,
8,5,7,1,3401,,,,,,,,,
9,3,8,1,3401,,,,,,,,,
0,2,6,10,3402,,,,,,,,,
1,0,7,10,3402,,,,,,,,,
7,8,4,2,3402,,,,,,,,,
8,6,5,2,3402,,,,,,,,,
9,4,6,2,3402,,,,,,,,,
7,9,2,3,3403,,,,,,,,,
8,7,3,3,3403,,,,,,,,,
9,5,4,3,3403,,,,,,,,,
8,8,1,4,3404,,,,,,,,,
9,6,2,4,3404,,,,,,,,,
9,7,0,5,3405,,,,,,,,,
0,6,8,5,3406,,,,,,,,,
1,4,9,5,3406,,,,,,,,,
0,7,6,6,3407,,,,,,,,,
1,5,7,6,3407,,,,,,,,,
2,3,8,6,3407,,,,,,,,,
3,1,9,6,3407,,,,,,,,,
0,8,4,7,3408,,,,,,,,,
1,6,5,7,3408,,,,,,,,,
2,4,6,7,3408,,,,,,,,,
3,2,7,7,3408,,,,,,,,,
4,0,8,7,3408,,,,,,,,,
0,9,2,8,3409,,,,,,,,,
1,7,3,8,3409,,,,,,,,,
2,5,4,8,3409,,,,,,,,,
3,3,5,8,3409,,,,,,,,,
4,1,6,8,3409,,,,,,,,,
1,8,1,9,3410,,,,,,,,,
2,6,2,9,3410,,,,,,,,,
3,4,3,9,3410,,,,,,,,,
4,2,4,9,3410,,,,,,,,,
5,0,5,9,3410,,,,,,,,,
1,9,9,1,3411,,,,,,,,,
2,7,0,10,3411,,,,,,,,,
3,5,1,10,3411,,,,,,,,,
4,3,2,10,3411,,,,,,,,,
5,1,3,10,3411,,,,,,,,,
2,8,8,2,3412,,,,,,,,,
3,6,9,2,3412,,,,,,,,,
2,9,6,3,3413,,,,,,,,,
3,7,7,3,3413,,,,,,,,,
4,5,8,3,3413,,,,,,,,,
5,3,9,3,3413,,,,,,,,,
3,8,5,4,3414,,,,,,,,,
4,6,6,4,3414,,,,,,,,,
5,4,7,4,3414,,,,,,,,,
6,2,8,4,3414,,,,,,,,,
7,0,9,4,3414,,,,,,,,,
3,9,3,5,3415,,,,,,,,,
4,7,4,5,3415,,,,,,,,,
5,5,5,5,3415,,,,,,,,,
6,3,6,5,3415,,,,,,,,,
7,1,7,5,3415,,,,,,,,,
4,8,2,6,3416,,,,,,,,,
5,6,3,6,3416,,,,,,,,,
6,4,4,6,3416,,,,,,,,,
7,2,5,6,3416,,,,,,,,,
8,0,6,6,3416,,,,,,,,,
4,9,0,7,3417,,,,,,,,,
5,7,1,7,3417,,,,,,,,,
6,5,2,7,3417,,,,,,,,,
7,3,3,7,3417,,,,,,,,,
8,1,4,7,3417,,,,,,,,,
6,6,0,8,3418,,,,,,,,,
7,4,1,8,3418,,,,,,,,,
8,2,2,8,3418,,,,,,,,,
9,0,3,8,3418,,,,,,,,,
5,9,7,0,3419,,,,,,,,,
6,7,8,0,3419,,,,,,,,,
7,5,9,0,3419,,,,,,,,,
8,3,0,9,3419,,,,,,,,,
9,1,1,9,3419,,,,,,,,,
0,0,9,9,3420,,,,,,,,,
6,8,6,1,3420,,,,,,,,,
7,6,7,1,3420,,,,,,,,,
8,4,8,1,3420,,,,,,,,,
9,2,9,1,3420,,,,,,,,,
0,1,7,10,3421,,,,,,,,,
6,9,4,2,3421,,,,,,,,,
7,7,5,2,3421,,,,,,,,,
8,5,6,2,3421,,,,,,,,,
9,3,7,2,3421,,,,,,,,,
7,8,3,3,3422,,,,,,,,,
8,6,4,3,3422,,,,,,,,,
9,4,5,3,3422,,,,,,,,,
7,9,1,4,3423,,,,,,,,,
8,7,2,4,3423,,,,,,,,,
9,5,3,4,3423,,,,,,,,,
8,8,0,5,3424,,,,,,,,,
9,6,1,5,3424,,,,,,,,,
0,5,9,5,3425,,,,,,,,,
0,6,7,6,3426,,,,,,,,,
1,4,8,6,3426,,,,,,,,,
2,2,9,6,3426,,,,,,,,,
0,7,5,7,3427,,,,,,,,,
1,5,6,7,3427,,,,,,,,,
2,3,7,7,3427,,,,,,,,,
3,1,8,7,3427,,,,,,,,,
0,8,3,8,3428,,,,,,,,,
1,6,4,8,3428,,,,,,,,,
2,4,5,8,3428,,,,,,,,,
3,2,6,8,3428,,,,,,,,,
4,0,7,8,3428,,,,,,,,,
0,9,1,9,3429,,,,,,,,,
1,7,2,9,3429,,,,,,,,,
2,5,3,9,3429,,,,,,,,,
3,3,4,9,3429,,,,,,,,,
4,1,5,9,3429,,,,,,,,,
1,8,0,10,3430,,,,,,,,,
2,6,1,10,3430,,,,,,,,,
3,4,2,10,3430,,,,,,,,,
4,2,3,10,3430,,,,,,,,,
5,0,4,10,3430,,,,,,,,,
1,9,8,2,3431,,,,,,,,,
2,7,9,2,3431,,,,,,,,,
2,8,7,3,3432,,,,,,,,,
3,6,8,3,3432,,,,,,,,,
4,4,9,3,3432,,,,,,,,,
2,9,5,4,3433,,,,,,,,,
3,7,6,4,3433,,,,,,,,,
4,5,7,4,3433,,,,,,,,,
5,3,8,4,3433,,,,,,,,,
6,1,9,4,3433,,,,,,,,,
3,8,4,5,3434,,,,,,,,,
4,6,5,5,3434,,,,,,,,,
5,4,6,5,3434,,,,,,,,,
6,2,7,5,3434,,,,,,,,,
7,0,8,5,3434,,,,,,,,,
3,9,2,6,3435,,,,,,,,,
4,7,3,6,3435,,,,,,,,,
5,5,4,6,3435,,,,,,,,,
6,3,5,6,3435,,,,,,,,,
7,1,6,6,3435,,,,,,,,,
4,8,1,7,3436,,,,,,,,,
5,6,2,7,3436,,,,,,,,,
6,4,3,7,3436,,,,,,,,,
7,2,4,7,3436,,,,,,,,,
8,0,5,7,3436,,,,,,,,,
5,7,0,8,3437,,,,,,,,,
6,5,1,8,3437,,,,,,,,,
7,3,2,8,3437,,,,,,,,,
8,1,3,8,3437,,,,,,,,,
5,8,8,0,3438,,,,,,,,,
6,6,9,0,3438,,,,,,,,,
7,4,0,9,3438,,,,,,,,,
8,2,1,9,3438,,,,,,,,,
9,0,2,9,3438,,,,,,,,,
5,9,6,1,3439,,,,,,,,,
6,7,7,1,3439,,,,,,,,,
7,5,8,1,3439,,,,,,,,,
8,3,9,1,3439,,,,,,,,,
9,1,0,10,3439,,,,,,,,,
0,0,8,10,3440,,,,,,,,,
6,8,5,2,3440,,,,,,,,,
7,6,6,2,3440,,,,,,,,,
8,4,7,2,3440,,,,,,,,,
9,2,8,2,3440,,,,,,,,,
6,9,3,3,3441,,,,,,,,,
7,7,4,3,3441,,,,,,,,,
8,5,5,3,3441,,,,,,,,,
9,3,6,3,3441,,,,,,,,,
7,8,2,4,3442,,,,,,,,,
8,6,3,4,3442,,,,,,,,,
9,4,4,4,3442,,,,,,,,,
7,9,0,5,3443,,,,,,,,,
8,7,1,5,3443,,,,,,,,,
9,5,2,5,3443,,,,,,,,,
9,6,0,6,3444,,,,,,,,,
0,5,8,6,3445,,,,,,,,,
1,3,9,6,3445,,,,,,,,,
0,6,6,7,3446,,,,,,,,,
1,4,7,7,3446,,,,,,,,,
2,2,8,7,3446,,,,,,,,,
3,0,9,7,3446,,,,,,,,,
0,7,4,8,3447,,,,,,,,,
1,5,5,8,3447,,,,,,,,,
2,3,6,8,3447,,,,,,,,,
3,1,7,8,3447,,,,,,,,,
9,9,4,0,3447,,,,,,,,,
0,8,2,9,3448,,,,,,,,,
1,6,3,9,3448,,,,,,,,,
2,4,4,9,3448,,,,,,,,,
3,2,5,9,3448,,,,,,,,,
4,0,6,9,3448,,,,,,,,,
0,9,0,10,3449,,,,,,,,,
1,7,1,10,3449,,,,,,,,,
2,5,2,10,3449,,,,,,,,,
3,3,3,10,3449,,,,,,,,,
4,1,4,10,3449,,,,,,,,,
1,8,9,2,3450,,,,,,,,,
1,9,7,3,3451,,,,,,,,,
2,7,8,3,3451,,,,,,,,,
3,5,9,3,3451,,,,,,,,,
2,8,6,4,3452,,,,,,,,,
3,6,7,4,3452,,,,,,,,,
4,4,8,4,3452,,,,,,,,,
5,2,9,4,3452,,,,,,,,,
2,9,4,5,3453,,,,,,,,,
3,7,5,5,3453,,,,,,,,,
4,5,6,5,3453,,,,,,,,,
5,3,7,5,3453,,,,,,,,,
6,1,8,5,3453,,,,,,,,,
3,8,3,6,3454,,,,,,,,,
4,6,4,6,3454,,,,,,,,,
5,4,5,6,3454,,,,,,,,,
6,2,6,6,3454,,,,,,,,,
7,0,7,6,3454,,,,,,,,,
3,9,1,7,3455,,,,,,,,,
4,7,2,7,3455,,,,,,,,,
5,5,3,7,3455,,,,,,,,,
6,3,4,7,3455,,,,,,,,,
7,1,5,7,3455,,,,,,,,,
4,8,0,8,3456,,,,,,,,,
5,6,1,8,3456,,,,,,,,,
6,4,2,8,3456,,,,,,,,,
7,2,3,8,3456,,,,,,,,,
8,0,4,8,3456,,,,,,,,,
4,9,8,0,3457,,,,,,,,,
5,7,9,0,3457,,,,,,,,,
6,5,0,9,3457,,,,,,,,,
7,3,1,9,3457,,,,,,,,,
8,1,2,9,3457,,,,,,,,,
5,8,7,1,3458,,,,,,,,,
6,6,8,1,3458,,,,,,,,,
7,4,9,1,3458,,,,,,,,,
8,2,0,10,3458,,,,,,,,,
9,0,1,10,3458,,,,,,,,,
5,9,5,2,3459,,,,,,,,,
6,7,6,2,3459,,,,,,,,,
7,5,7,2,3459,,,,,,,,,
8,3,8,2,3459,,,,,,,,,
9,1,9,2,3459,,,,,,,,,
6,8,4,3,3460,,,,,,,,,
7,6,5,3,3460,,,,,,,,,
8,4,6,3,3460,,,,,,,,,
9,2,7,3,3460,,,,,,,,,
6,9,2,4,3461,,,,,,,,,
7,7,3,4,3461,,,,,,,,,
8,5,4,4,3461,,,,,,,,,
9,3,5,4,3461,,,,,,,,,
7,8,1,5,3462,,,,,,,,,
8,6,2,5,3462,,,,,,,,,
9,4,3,5,3462,,,,,,,,,
8,7,0,6,3463,,,,,,,,,
9,5,1,6,3463,,,,,,,,,
0,4,9,6,3464,,,,,,,,,
0,5,7,7,3465,,,,,,,,,
1,3,8,7,3465,,,,,,,,,
2,1,9,7,3465,,,,,,,,,
0,6,5,8,3466,,,,,,,,,
1,4,6,8,3466,,,,,,,,,
2,2,7,8,3466,,,,,,,,,
3,0,8,8,3466,,,,,,,,,
9,8,5,0,3466,,,,,,,,,
0,7,3,9,3467,,,,,,,,,
1,5,4,9,3467,,,,,,,,,
2,3,5,9,3467,,,,,,,,,
3,1,6,9,3467,,,,,,,,,
9,9,3,1,3467,,,,,,,,,
0,8,1,10,3468,,,,,,,,,
1,6,2,10,3468,,,,,,,,,
2,4,3,10,3468,,,,,,,,,
3,2,4,10,3468,,,,,,,,,
4,0,5,10,3468,,,,,,,,,
0,9,9,2,3469,,,,,,,,,
1,8,8,3,3470,,,,,,,,,
2,6,9,3,3470,,,,,,,,,
1,9,6,4,3471,,,,,,,,,
2,7,7,4,3471,,,,,,,,,
3,5,8,4,3471,,,,,,,,,
4,3,9,4,3471,,,,,,,,,
2,8,5,5,3472,,,,,,,,,
3,6,6,5,3472,,,,,,,,,
4,4,7,5,3472,,,,,,,,,
5,2,8,5,3472,,,,,,,,,
6,0,9,5,3472,,,,,,,,,
2,9,3,6,3473,,,,,,,,,
3,7,4,6,3473,,,,,,,,,
4,5,5,6,3473,,,,,,,,,
5,3,6,6,3473,,,,,,,,,
6,1,7,6,3473,,,,,,,,,
3,8,2,7,3474,,,,,,,,,
4,6,3,7,3474,,,,,,,,,
5,4,4,7,3474,,,,,,,,,
6,2,5,7,3474,,,,,,,,,
7,0,6,7,3474,,,,,,,,,
3,9,0,8,3475,,,,,,,,,
4,7,1,8,3475,,,,,,,,,
5,5,2,8,3475,,,,,,,,,
6,3,3,8,3475,,,,,,,,,
7,1,4,8,3475,,,,,,,,,
4,8,9,0,3476,,,,,,,,,
5,6,0,9,3476,,,,,,,,,
6,4,1,9,3476,,,,,,,,,
7,2,2,9,3476,,,,,,,,,
8,0,3,9,3476,,,,,,,,,
4,9,7,1,3477,,,,,,,,,
5,7,8,1,3477,,,,,,,,,
6,5,9,1,3477,,,,,,,,,
7,3,0,10,3477,,,,,,,,,
8,1,1,10,3477,,,,,,,,,
5,8,6,2,3478,,,,,,,,,
6,6,7,2,3478,,,,,,,,,
7,4,8,2,3478,,,,,,,,,
8,2,9,2,3478,,,,,,,,,
5,9,4,3,3479,,,,,,,,,
6,7,5,3,3479,,,,,,,,,
7,5,6,3,3479,,,,,,,,,
8,3,7,3,3479,,,,,,,,,
9,1,8,3,3479,,,,,,,,,
6,8,3,4,3480,,,,,,,,,
7,6,4,4,3480,,,,,,,,,
8,4,5,4,3480,,,,,,,,,
9,2,6,4,3480,,,,,,,,,
6,9,1,5,3481,,,,,,,,,
7,7,2,5,3481,,,,,,,,,
8,5,3,5,3481,,,,,,,,,
9,3,4,5,3481,,,,,,,,,
7,8,0,6,3482,,,,,,,,,
8,6,1,6,3482,,,,,,,,,
