"2m","2mp","4m","6m","mm"
6,1,3,8,7,2297
6,5,1,3,9,2297
6,5,1,7,6,2297
6,7,8,1,5,2297
6,7,8,5,2,2297
7,0,7,4,8,2297
7,0,7,8,5,2297
7,4,5,3,7,2297
7,4,5,7,4,2297
7,8,3,2,6,2297
7,8,3,6,3,2297
8,1,2,5,9,2297
8,1,2,9,6,2297
8,3,9,3,5,2297
8,3,9,7,2,2297
8,5,0,4,8,2297
8,5,0,8,5,2297
8,7,7,2,4,2297
8,7,7,6,1,2297
9,0,6,1,10,2297
9,0,6,5,7,2297
9,0,6,9,4,2297
9,4,4,0,9,2297
9,4,4,4,6,2297
9,4,4,8,3,2297
9,8,2,3,5,2297
9,8,2,7,2,2297
0,0,9,5,9,2298
0,0,9,9,6,2298
0,4,7,4,8,2298
0,4,7,8,5,2298
0,8,5,3,7,2298
0,8,5,7,4,2298
1,1,4,6,10,2298
1,5,2,5,9,2298
1,5,2,9,6,2298
1,7,9,3,5,2298
1,7,9,7,2,2298
1,9,0,4,8,2298
1,9,0,8,5,2298
2,0,8,6,8,2298
2,4,6,1,10,2298
2,4,6,5,7,2298
2,4,6,9,4,2298
2,8,4,0,9,2298
2,8,4,4,6,2298
2,8,4,8,3,2298
3,1,3,7,9,2298
3,5,1,6,8,2298
3,7,8,0,7,2298
3,7,8,4,4,2298
3,7,8,8,1,2298
4,0,7,3,10,2298
4,0,7,7,7,2298
4,4,5,2,9,2298
4,4,5,6,6,2298
4,8,3,1,8,2298
4,8,3,5,5,2298
4,8,3,9,2,2298
5,1,2,8,8,2298
5,3,9,2,7,2298
5,3,9,6,4,2298
5,5,0,3,10,2298
5,5,0,7,7,2298
5,7,7,1,6,2298
5,7,7,5,3,2298
5,7,7,9,0,2298
6,0,6,4,9,2298
6,0,6,8,6,2298
6,4,4,3,8,2298
6,4,4,7,5,2298
6,8,2,2,7,2298
6,8,2,6,4,2298
7,1,1,5,10,2298
7,1,1,9,7,2298
7,3,8,3,6,2298
7,3,8,7,3,2298
7,7,6,2,5,2298
7,7,6,6,2,2298
8,0,5,5,8,2298
8,0,5,9,5,2298
8,4,3,0,10,2298
8,4,3,4,7,2298
8,4,3,8,4,2298
8,8,1,3,6,2298
8,8,1,7,3,2298
9,1,0,6,9,2298
9,3,7,0,8,2298
9,3,7,4,5,2298
9,3,7,8,2,2298
9,7,5,3,4,2298
9,7,5,7,1,2298
0,5,1,5,10,2299
0,5,1,9,7,2299
0,7,8,3,6,2299
0,7,8,7,3,2299
1,0,7,6,9,2299
1,4,5,5,8,2299
1,4,5,9,5,2299
1,8,3,0,10,2299
1,8,3,4,7,2299
1,8,3,8,4,2299
2,1,2,7,10,2299
2,3,9,1,9,2299
2,3,9,5,6,2299
2,3,9,9,3,2299
2,5,0,6,9,2299
2,7,7,0,8,2299
2,7,7,4,5,2299
2,7,7,8,2,2299
3,0,6,7,8,2299
3,4,4,2,10,2299
3,4,4,6,7,2299
3,8,2,1,9,2299
3,8,2,5,6,2299
3,8,2,9,3,2299
4,1,1,8,9,2299
4,3,8,2,8,2299
4,3,8,6,5,2299
4,7,6,1,7,2299
4,7,6,5,4,2299
4,7,6,9,1,2299
5,0,5,4,10,2299
5,0,5,8,7,2299
5,4,3,3,9,2299
5,4,3,7,6,2299
5,8,1,2,8,2299
5,8,1,6,5,2299
6,1,0,9,8,2299
6,3,7,3,7,2299
6,3,7,7,4,2299
6,7,5,2,6,2299
6,7,5,6,3,2299
7,0,4,5,9,2299
7,0,4,9,6,2299
7,4,2,4,8,2299
7,4,2,8,5,2299
7,6,9,2,4,2299
7,6,9,6,1,2299
7,8,0,3,7,2299
7,8,0,7,4,2299
8,3,6,0,9,2299
8,3,6,4,6,2299
8,3,6,8,3,2299
8,7,4,3,5,2299
8,7,4,7,2,2299
9,0,3,6,8,2299
9,4,1,1,10,2299
9,4,1,5,7,2299
9,4,1,9,4,2299
9,6,8,3,3,2299
9,6,8,7,0,2299
0,0,6,6,10,2300
0,4,4,5,9,2300
0,4,4,9,6,2300
0,8,2,4,8,2300
0,8,2,8,5,2300
1,3,8,1,10,2300
1,3,8,5,7,2300
1,3,8,9,4,2300
1,7,6,0,9,2300
1,7,6,4,6,2300
1,7,6,8,3,2300
2,0,5,7,9,2300
2,4,3,6,8,2300
2,8,1,1,10,2300
2,8,1,5,7,2300
2,8,1,9,4,2300
3,1,0,8,10,2300
3,3,7,2,9,2300
3,3,7,6,6,2300
3,7,5,1,8,2300
3,7,5,5,5,2300
3,7,5,9,2,2300
4,0,4,8,8,2300
4,4,2,3,10,2300
4,4,2,7,7,2300
4,6,9,1,6,2300
4,6,9,5,3,2300
4,6,9,9,0,2300
4,8,0,2,9,2300
4,8,0,6,6,2300
5,3,6,3,8,2300
5,3,6,7,5,2300
5,7,4,2,7,2300
5,7,4,6,4,2300
6,0,3,5,10,2300
6,0,3,9,7,2300
6,4,1,4,9,2300
6,4,1,8,6,2300
6,6,8,2,5,2300
6,6,8,6,2,2300
7,3,5,0,10,2300
7,3,5,4,7,2300
7,3,5,8,4,2300
7,7,3,3,6,2300
7,7,3,7,3,2300
8,0,2,6,9,2300
8,2,9,0,8,2300
8,2,9,4,5,2300
8,2,9,8,2,2300
8,4,0,5,8,2300
8,4,0,9,5,2300
8,6,7,3,4,2300
8,6,7,7,1,2300
9,3,4,1,9,2300
9,3,4,5,6,2300
9,3,4,9,3,2300
9,7,2,0,8,2300
9,7,2,4,5,2300
9,7,2,8,2,2300
9,9,9,2,1,2300
0,3,7,5,8,2301
0,3,7,9,5,2301
0,7,5,0,10,2301
0,7,5,4,7,2301
0,7,5,8,4,2301
1,0,4,7,10,2301
1,4,2,6,9,2301
1,6,9,0,8,2301
1,6,9,4,5,2301
1,6,9,8,2,2301
1,8,0,5,8,2301
1,8,0,9,5,2301
2,3,6,2,10,2301
2,3,6,6,7,2301
2,7,4,1,9,2301
2,7,4,5,6,2301
2,7,4,9,3,2301
3,0,3,8,9,2301
3,4,1,7,8,2301
3,6,8,1,7,2301
3,6,8,5,4,2301
3,6,8,9,1,2301
4,3,5,3,9,2301
4,3,5,7,6,2301
4,7,3,2,8,2301
4,7,3,6,5,2301
5,0,2,9,8,2301
5,2,9,3,7,2301
5,2,9,7,4,2301
5,4,0,4,10,2301
5,4,0,8,7,2301
5,6,7,2,6,2301
5,6,7,6,3,2301
6,3,4,4,8,2301
6,3,4,8,5,2301
6,7,2,3,7,2301
6,7,2,7,4,2301
6,9,9,1,3,2301
6,9,9,5,0,2301
7,0,1,6,10,2301
7,2,8,0,9,2301
7,2,8,4,6,2301
7,2,8,8,3,2301
7,6,6,3,5,2301
7,6,6,7,2,2301
8,3,3,1,10,2301
8,3,3,5,7,2301
8,3,3,9,4,2301
8,7,1,0,9,2301
8,7,1,4,6,2301
8,7,1,8,3,2301
8,9,8,2,2,2301
9,0,0,7,9,2301
9,2,7,1,8,2301
9,2,7,5,5,2301
9,2,7,9,2,2301
9,6,5,0,7,2301
9,6,5,4,4,2301
9,6,5,8,1,2301
0,4,1,6,10,2302
0,6,8,0,9,2302
0,6,8,4,6,2302
0,6,8,8,3,2302
1,3,5,6,8,2302
1,7,3,1,10,2302
1,7,3,5,7,2302
1,7,3,9,4,2302
2,0,2,8,10,2302
2,2,9,2,9,2302
2,2,9,6,6,2302
2,4,0,7,9,2302
2,6,7,1,8,2302
2,6,7,5,5,2302
2,6,7,9,2,2302
3,3,4,3,10,2302
3,3,4,7,7,2302
3,7,2,2,9,2302
3,7,2,6,6,2302
3,9,9,0,5,2302
3,9,9,4,2,2302
4,0,1,9,9,2302
4,2,8,3,8,2302
4,2,8,7,5,2302
4,6,6,2,7,2302
4,6,6,6,4,2302
5,3,3,4,9,2302
5,3,3,8,6,2302
5,7,1,3,8,2302
5,7,1,7,5,2302
5,9,8,1,4,2302
5,9,8,5,1,2302
6,2,7,0,10,2302
6,2,7,4,7,2302
6,2,7,8,4,2302
6,6,5,3,6,2302
6,6,5,7,3,2302
7,3,2,5,8,2302
7,3,2,9,5,2302
7,5,9,3,4,2302
7,5,9,7,1,2302
7,7,0,0,10,2302
7,7,0,4,7,2302
7,7,0,8,4,2302
7,9,7,2,3,2302
7,9,7,6,0,2302
8,2,6,1,9,2302
8,2,6,5,6,2302
8,2,6,9,3,2302
8,6,4,0,8,2302
8,6,4,4,5,2302
8,6,4,8,2,2302
9,3,1,2,10,2302
9,3,1,6,7,2302
9,5,8,0,6,2302
9,5,8,4,3,2302
9,5,8,8,0,2302
9,9,6,3,2,2302
0,3,4,6,9,2303
0,7,2,5,8,2303
0,7,2,9,5,2303
0,9,9,3,4,2303
0,9,9,7,1,2303
1,2,8,2,10,2303
1,2,8,6,7,2303
1,6,6,1,9,2303
1,6,6,5,6,2303
1,6,6,9,3,2303
2,3,3,7,8,2303
2,7,1,2,10,2303
2,7,1,6,7,2303
2,9,8,0,6,2303
2,9,8,4,3,2303
2,9,8,8,0,2303
3,0,0,9,10,2303
3,2,7,3,9,2303
3,2,7,7,6,2303
3,6,5,2,8,2303
3,6,5,6,5,2303
4,3,2,4,10,2303
4,3,2,8,7,2303
4,5,9,2,6,2303
4,5,9,6,3,2303
4,7,0,3,9,2303
4,7,0,7,6,2303
4,9,7,1,5,2303
4,9,7,5,2,2303
5,2,6,4,8,2303
5,2,6,8,5,2303
5,6,4,3,7,2303
5,6,4,7,4,2303
6,3,1,5,9,2303
6,3,1,9,6,2303
6,5,8,3,5,2303
6,5,8,7,2,2303
6,9,6,2,4,2303
6,9,6,6,1,2303
7,2,5,1,10,2303
7,2,5,5,7,2303
7,2,5,9,4,2303
7,6,3,0,9,2303
7,6,3,4,6,2303
7,6,3,8,3,2303
8,1,9,1,8,2303
8,1,9,5,5,2303
8,1,9,9,2,2303
8,3,0,6,8,2303
8,5,7,0,7,2303
8,5,7,4,4,2303
8,5,7,8,1,2303
8,9,5,3,3,2303
8,9,5,7,0,2303
9,2,4,2,9,2303
9,2,4,6,6,2303
9,6,2,1,8,2303
9,6,2,5,5,2303
9,6,2,9,2,2303
9,8,9,3,1,2303
0,2,7,6,8,2304
0,6,5,1,10,2304
0,6,5,5,7,2304
0,6,5,9,4,2304
1,3,2,7,9,2304
1,5,9,1,8,2304
1,5,9,5,5,2304
1,5,9,9,2,2304
1,7,0,6,8,2304
1,9,7,0,7,2304
1,9,7,4,4,2304
1,9,7,8,1,2304
2,2,6,3,10,2304
2,2,6,7,7,2304
2,6,4,2,9,2304
2,6,4,6,6,2304
3,3,1,8,8,2304
3,5,8,2,7,2304
3,5,8,6,4,2304
3,9,6,1,6,2304
3,9,6,5,3,2304
3,9,6,9,0,2304
4,2,5,4,9,2304
4,2,5,8,6,2304
4,6,3,3,8,2304
4,6,3,7,5,2304
5,1,9,0,10,2304
5,1,9,4,7,2304
5,1,9,8,4,2304
5,3,0,5,10,2304
5,3,0,9,7,2304
5,5,7,3,6,2304
5,5,7,7,3,2304
5,9,5,2,5,2304
5,9,5,6,2,2304
6,2,4,5,8,2304
6,2,4,9,5,2304
6,6,2,0,10,2304
6,6,2,4,7,2304
6,6,2,8,4,2304
6,8,9,2,3,2304
6,8,9,6,0,2304
7,1,8,1,9,2304
7,1,8,5,6,2304
7,1,8,9,3,2304
7,5,6,0,8,2304
7,5,6,4,5,2304
7,5,6,8,2,2304
7,9,4,3,4,2304
7,9,4,7,1,2304
8,2,3,2,10,2304
8,2,3,6,7,2304
8,6,1,1,9,2304
8,6,1,5,6,2304
8,6,1,9,3,2304
8,8,8,3,2,2304
9,1,7,2,8,2304
9,1,7,6,5,2304
9,5,5,1,7,2304
9,5,5,5,4,2304
9,5,5,9,1,2304
9,9,3,0,6,2304
9,9,3,4,3,2304
9,9,3,8,0,2304
0,3,1,7,10,2305
0,5,8,1,9,2305
0,5,8,5,6,2305
0,5,8,9,3,2305
0,9,6,0,8,2305
0,9,6,4,5,2305
0,9,6,8,2,2305
1,2,5,7,8,2305
1,6,3,2,10,2305
1,6,3,6,7,2305
2,1,9,3,9,2305
2,1,9,7,6,2305
2,3,0,8,9,2305
2,5,7,2,8,2305
2,5,7,6,5,2305
2,9,5,1,7,2305
2,9,5,5,4,2305
2,9,5,9,1,2305
3,2,4,4,10,2305
3,2,4,8,7,2305
3,6,2,3,9,2305
3,6,2,7,6,2305
3,8,9,1,5,2305
3,8,9,5,2,2305
4,1,8,4,8,2305
4,1,8,8,5,2305
4,5,6,3,7,2305
4,5,6,7,4,2305
4,9,4,2,6,2305
4,9,4,6,3,2305
5,2,3,5,9,2305
5,2,3,9,6,2305
5,6,1,4,8,2305
5,6,1,8,5,2305
5,8,8,2,4,2305
5,8,8,6,1,2305
6,1,7,1,10,2305
6,1,7,5,7,2305
6,1,7,9,4,2305
6,5,5,0,9,2305
6,5,5,4,6,2305
6,5,5,8,3,2305
6,9,3,3,5,2305
6,9,3,7,2,2305
7,2,2,6,8,2305
7,4,9,0,7,2305
7,4,9,4,4,2305
7,4,9,8,1,2305
7,6,0,1,10,2305
7,6,0,5,7,2305
7,6,0,9,4,2305
7,8,7,3,3,2305
7,8,7,7,0,2305
8,1,6,2,9,2305
8,1,6,6,6,2305
8,5,4,1,8,2305
8,5,4,5,5,2305
8,5,4,9,2,2305
8,9,2,0,7,2305
8,9,2,4,4,2305
8,9,2,8,1,2305
9,2,1,3,10,2305
9,2,1,7,7,2305
9,4,8,1,6,2305
9,4,8,5,3,2305
9,4,8,9,0,2305
9,8,6,0,5,2305
9,8,6,4,2,2305
0,2,4,7,9,2306
0,6,2,6,8,2306
0,8,9,0,7,2306
0,8,9,4,4,2306
0,8,9,8,1,2306
1,1,8,3,10,2306
1,1,8,7,7,2306
1,5,6,2,9,2306
1,5,6,6,6,2306
1,9,4,1,8,2306
1,9,4,5,5,2306
1,9,4,9,2,2306
2,2,3,8,8,2306
2,6,1,3,10,2306
2,6,1,7,7,2306
2,8,8,1,6,2306
2,8,8,5,3,2306
2,8,8,9,0,2306
3,1,7,4,9,2306
3,1,7,8,6,2306
3,5,5,3,8,2306
3,5,5,7,5,2306
3,9,3,2,7,2306
3,9,3,6,4,2306
4,2,2,5,10,2306
4,2,2,9,7,2306
4,4,9,3,6,2306
4,4,9,7,3,2306
4,6,0,4,9,2306
4,6,0,8,6,2306
4,8,7,2,5,2306
4,8,7,6,2,2306
5,1,6,5,8,2306
5,1,6,9,5,2306
5,5,4,0,10,2306
5,5,4,4,7,2306
5,5,4,8,4,2306
5,9,2,3,6,2306
5,9,2,7,3,2306
6,2,1,6,9,2306
6,4,8,0,8,2306
6,4,8,4,5,2306
6,4,8,8,2,2306
6,8,6,3,4,2306
6,8,6,7,1,2306
7,1,5,2,10,2306
7,1,5,6,7,2306
7,5,3,1,9,2306
7,5,3,5,6,2306
7,5,3,9,3,2306
7,9,1,0,8,2306
7,9,1,4,5,2306
7,9,1,8,2,2306
8,0,9,2,8,2306
8,0,9,6,5,2306
8,2,0,7,8,2306
8,4,7,1,7,2306
8,4,7,5,4,2306
8,4,7,9,1,2306
8,8,5,0,6,2306
8,8,5,4,3,2306
8,8,5,8,0,2306
9,1,4,3,9,2306
9,1,4,7,6,2306
9,5,2,2,8,2306
9,5,2,6,5,2306
9,7,9,0,4,2306
9,7,9,4,1,2306
9,9,0,1,7,2306
9,9,0,5,4,2306
9,9,0,9,1,2306
0,1,7,7,8,2307
0,5,5,2,10,2307
0,5,5,6,7,2307
0,9,3,1,9,2307
0,9,3,5,6,2307
0,9,3,9,3,2307
1,2,2,8,9,2307
1,4,9,2,8,2307
1,4,9,6,5,2307
1,6,0,7,8,2307
1,8,7,1,7,2307
1,8,7,5,4,2307
1,8,7,9,1,2307
2,1,6,4,10,2307
2,1,6,8,7,2307
2,5,4,3,9,2307
2,5,4,7,6,2307
2,9,2,2,8,2307
2,9,2,6,5,2307
3,2,1,9,8,2307
3,4,8,3,7,2307
3,4,8,7,4,2307
3,8,6,2,6,2307
3,8,6,6,3,2307
4,1,5,5,9,2307
4,1,5,9,6,2307
4,5,3,4,8,2307
4,5,3,8,5,2307
4,9,1,3,7,2307
4,9,1,7,4,2307
5,0,9,1,10,2307
5,0,9,5,7,2307
5,0,9,9,4,2307
5,2,0,6,10,2307
5,4,7,0,9,2307
5,4,7,4,6,2307
5,4,7,8,3,2307
5,8,5,3,5,2307
5,8,5,7,2,2307
6,1,4,6,8,2307
6,5,2,1,10,2307
6,5,2,5,7,2307
6,5,2,9,4,2307
6,7,9,3,3,2307
6,7,9,7,0,2307
6,9,0,0,9,2307
6,9,0,4,6,2307
6,9,0,8,3,2307
7,0,8,2,9,2307
7,0,8,6,6,2307
7,4,6,1,8,2307
7,4,6,5,5,2307
7,4,6,9,2,2307
7,8,4,0,7,2307
7,8,4,4,4,2307
7,8,4,8,1,2307
8,1,3,3,10,2307
8,1,3,7,7,2307
8,5,1,2,9,2307
8,5,1,6,6,2307
8,7,8,0,5,2307
8,7,8,4,2,2307
9,0,7,3,8,2307
9,0,7,7,5,2307
9,4,5,2,7,2307
9,4,5,6,4,2307
9,8,3,1,6,2307
9,8,3,5,3,2307
9,8,3,9,0,2307
0,2,1,8,10,2308
0,4,8,2,9,2308
0,4,8,6,6,2308
0,8,6,1,8,2308
0,8,6,5,5,2308
0,8,6,9,2,2308
1,1,5,8,8,2308
1,5,3,3,10,2308
1,5,3,7,7,2308
1,9,1,2,9,2308
1,9,1,6,6,2308
2,0,9,4,9,2308
2,0,9,8,6,2308
2,2,0,9,9,2308
2,4,7,3,8,2308
2,4,7,7,5,2308
2,8,5,2,7,2308
2,8,5,6,4,2308
3,1,4,5,10,2308
3,1,4,9,7,2308
3,5,2,4,9,2308
3,5,2,8,6,2308
3,7,9,2,5,2308
3,7,9,6,2,2308
3,9,0,3,8,2308
3,9,0,7,5,2308
4,0,8,5,8,2308
4,0,8,9,5,2308
4,4,6,0,10,2308
4,4,6,4,7,2308
4,4,6,8,4,2308
4,8,4,3,6,2308
4,8,4,7,3,2308
5,1,3,6,9,2308
5,5,1,5,8,2308
5,5,1,9,5,2308
5,7,8,3,4,2308
5,7,8,7,1,2308
6,0,7,2,10,2308
6,0,7,6,7,2308
6,4,5,1,9,2308
6,4,5,5,6,2308
6,4,5,9,3,2308
6,8,3,0,8,2308
6,8,3,4,5,2308
6,8,3,8,2,2308
7,1,2,7,8,2308
7,3,9,1,7,2308
7,3,9,5,4,2308
7,3,9,9,1,2308
7,5,0,2,10,2308
7,5,0,6,7,2308
7,7,7,0,6,2308
7,7,7,4,3,2308
7,7,7,8,0,2308
8,0,6,3,9,2308
8,0,6,7,6,2308
8,4,4,2,8,2308
8,4,4,6,5,2308
8,8,2,1,7,2308
8,8,2,5,4,2308
8,8,2,9,1,2308
9,1,1,4,10,2308
9,1,1,8,7,2308
9,3,8,2,6,2308
9,3,8,6,3,2308
9,7,6,1,5,2308
9,7,6,5,2,2308
0,1,4,8,9,2309
0,5,2,7,8,2309
0,7,9,1,7,2309
0,7,9,5,4,2309
0,7,9,9,1,2309
0,9,0,2,10,2309
0,9,0,6,7,2309
1,0,8,4,10,2309
1,0,8,8,7,2309
1,4,6,3,9,2309
1,4,6,7,6,2309
1,8,4,2,8,2309
1,8,4,6,5,2309
2,1,3,9,8,2309
2,5,1,4,10,2309
2,5,1,8,7,2309
2,7,8,2,6,2309
2,7,8,6,3,2309
3,0,7,5,9,2309
3,0,7,9,6,2309
3,4,5,4,8,2309
3,4,5,8,5,2309
3,8,3,3,7,2309
3,8,3,7,4,2309
4,1,2,6,10,2309
4,3,9,0,9,2309
4,3,9,4,6,2309
4,3,9,8,3,2309
4,5,0,5,9,2309
4,5,0,9,6,2309
4,7,7,3,5,2309
4,7,7,7,2,2309
5,0,6,6,8,2309
5,4,4,1,10,2309
5,4,4,5,7,2309
5,4,4,9,4,2309
5,8,2,0,9,2309
5,8,2,4,6,2309
5,8,2,8,3,2309
6,1,1,7,9,2309
6,3,8,1,8,2309
6,3,8,5,5,2309
6,3,8,9,2,2309
6,7,6,0,7,2309
6,7,6,4,4,2309
6,7,6,8,1,2309
7,0,5,3,10,2309
7,0,5,7,7,2309
7,4,3,2,9,2309
7,4,3,6,6,2309
7,8,1,1,8,2309
7,8,1,5,5,2309
7,8,1,9,2,2309
8,1,0,8,8,2309
8,3,7,2,7,2309
8,3,7,6,4,2309
8,7,5,1,6,2309
8,7,5,5,3,2309
8,7,5,9,0,2309
9,0,4,4,9,2309
9,0,4,8,6,2309
9,4,2,3,8,2309
9,4,2,7,5,2309
9,6,9,1,4,2309
9,6,9,5,1,2309
9,8,0,2,7,2309
9,8,0,6,4,2309
0,0,7,8,8,2310
0,4,5,3,10,2310
0,4,5,7,7,2310
0,8,3,2,9,2310
0,8,3,6,6,2310
1,1,2,9,9,2310
1,3,9,3,8,2310
1,3,9,7,5,2310
1,5,0,8,8,2310
1,7,7,2,7,2310
1,7,7,6,4,2310
2,0,6,5,10,2310
2,0,6,9,7,2310
2,4,4,4,9,2310
2,4,4,8,6,2310
2,8,2,3,8,2310
2,8,2,7,5,2310
3,3,8,0,10,2310
3,3,8,4,7,2310
3,3,8,8,4,2310
3,7,6,3,6,2310
3,7,6,7,3,2310
4,0,5,6,9,2310
4,4,3,5,8,2310
4,4,3,9,5,2310
4,8,1,0,10,2310
4,8,1,4,7,2310
4,8,1,8,4,2310
5,1,0,7,10,2310
5,3,7,1,9,2310
5,3,7,5,6,2310
5,3,7,9,3,2310
5,7,5,0,8,2310
5,7,5,4,5,2310
5,7,5,8,2,2310
6,0,4,7,8,2310
6,4,2,2,10,2310
6,4,2,6,7,2310
6,6,9,0,6,2310
6,6,9,4,3,2310
6,6,9,8,0,2310
6,8,0,1,9,2310
6,8,0,5,6,2310
6,8,0,9,3,2310
7,3,6,2,8,2310
7,3,6,6,5,2310
7,7,4,1,7,2310
7,7,4,5,4,2310
7,7,4,9,1,2310
8,0,3,4,10,2310
8,0,3,8,7,2310
8,4,1,3,9,2310
8,4,1,7,6,2310
8,6,8,1,5,2310
8,6,8,5,2,2310
9,3,5,3,7,2310
9,3,5,7,4,2310
9,7,3,2,6,2310
9,7,3,6,3,2310
0,1,1,9,10,2311
0,3,8,3,9,2311
0,3,8,7,6,2311
0,7,6,2,8,2311
0,7,6,6,5,2311
1,0,5,9,8,2311
1,4,3,4,10,2311
1,4,3,8,7,2311
1,8,1,3,9,2311
1,8,1,7,6,2311
2,3,7,4,8,2311
2,3,7,8,5,2311
2,7,5,3,7,2311
2,7,5,7,4,2311
3,0,4,6,10,2311
3,4,2,5,9,2311
3,4,2,9,6,2311
3,6,9,3,5,2311
3,6,9,7,2,2311
3,8,0,4,8,2311
3,8,0,8,5,2311
4,3,6,1,10,2311
4,3,6,5,7,2311
4,3,6,9,4,2311
4,7,4,0,9,2311
4,7,4,4,6,2311
4,7,4,8,3,2311
5,0,3,7,9,2311
5,4,1,6,8,2311
5,6,8,0,7,2311
5,6,8,4,4,2311
5,6,8,8,1,2311
6,3,5,2,9,2311
6,3,5,6,6,2311
6,7,3,1,8,2311
6,7,3,5,5,2311
6,7,3,9,2,2311
7,0,2,8,8,2311
7,2,9,2,7,2311
7,2,9,6,4,2311
7,4,0,3,10,2311
7,4,0,7,7,2311
7,6,7,1,6,2311
7,6,7,5,3,2311
7,6,7,9,0,2311
8,3,4,3,8,2311
8,3,4,7,5,2311
8,7,2,2,7,2311
8,7,2,6,4,2311
8,9,9,0,3,2311
8,9,9,4,0,2311
9,0,1,5,10,2311
9,0,1,9,7,2311
9,2,8,3,6,2311
9,2,8,7,3,2311
9,6,6,2,5,2311
9,6,6,6,2,2311
0,0,4,9,9,2312
0,4,2,8,8,2312
0,6,9,2,7,2312
0,6,9,6,4,2312
0,8,0,3,10,2312
0,8,0,7,7,2312
1,3,6,4,9,2312
1,3,6,8,6,2312
1,7,4,3,8,2312
1,7,4,7,5,2312
2,4,1,5,10,2312
2,4,1,9,7,2312
2,6,8,3,6,2312
2,6,8,7,3,2312
3,3,5,5,8,2312
3,3,5,9,5,2312
3,7,3,0,10,2312
3,7,3,4,7,2312
3,7,3,8,4,2312
4,0,2,7,10,2312
4,2,9,1,9,2312
4,2,9,5,6,2312
4,2,9,9,3,2312
4,4,0,6,9,2312
4,6,7,0,8,2312
4,6,7,4,5,2312
4,6,7,8,2,2312
5,3,4,2,10,2312
5,3,4,6,7,2312
5,7,2,1,9,2312
5,7,2,5,6,2312
5,7,2,9,3,2312
5,9,9,3,2,2312
6,0,1,8,9,2312
6,2,8,2,8,2312
6,2,8,6,5,2312
6,6,6,1,7,2312
6,6,6,5,4,2312
6,6,6,9,1,2312
7,3,3,3,9,2312
7,3,3,7,6,2312
7,7,1,2,8,2312
7,7,1,6,5,2312
7,9,8,0,4,2312
7,9,8,4,1,2312
8,0,0,9,8,2312
8,2,7,3,7,2312
8,2,7,7,4,2312
8,6,5,2,6,2312
8,6,5,6,3,2312
9,3,2,4,8,2312
9,3,2,8,5,2312
9,5,9,2,4,2312
9,5,9,6,1,2312
9,7,0,3,7,2312
9,7,0,7,4,2312
9,9,7,1,3,2312
9,9,7,5,0,2312
0,3,5,4,10,2313
0,3,5,8,7,2313
0,7,3,3,9,2313
0,7,3,7,6,2313
1,2,9,4,8,2313
1,2,9,8,5,2313
1,4,0,9,8,2313
1,6,7,3,7,2313
1,6,7,7,4,2313
2,3,4,5,9,2313
2,3,4,9,6,2313
2,7,2,4,8,2313
2,7,2,8,5,2313
2,9,9,2,4,2313
2,9,9,6,1,2313
3,2,8,1,10,2313
3,2,8,5,7,2313
3,2,8,9,4,2313
3,6,6,0,9,2313
3,6,6,4,6,2313
3,6,6,8,3,2313
4,3,3,6,8,2313
4,7,1,1,10,2313
4,7,1,5,7,2313
4,7,1,9,4,2313
4,9,8,3,3,2313
4,9,8,7,0,2313
5,0,0,8,10,2313
5,2,7,2,9,2313
5,2,7,6,6,2313
5,6,5,1,8,2313
5,6,5,5,5,2313
5,6,5,9,2,2313
6,3,2,3,10,2313
6,3,2,7,7,2313
6,5,9,1,6,2313
6,5,9,5,3,2313
6,5,9,9,0,2313
6,7,0,2,9,2313
6,7,0,6,6,2313
6,9,7,0,5,2313
6,9,7,4,2,2313
7,2,6,3,8,2313
7,2,6,7,5,2313
7,6,4,2,7,2313
7,6,4,6,4,2313
8,3,1,4,9,2313
8,3,1,8,6,2313
8,5,8,2,5,2313
8,5,8,6,2,2313
8,9,6,1,4,2313
8,9,6,5,1,2313
9,2,5,0,10,2313
9,2,5,4,7,2313
9,2,5,8,4,2313
9,6,3,3,6,2313
9,6,3,7,3,2313
0,0,1,10,10,2314
0,2,8,4,9,2314
0,2,8,8,6,2314
0,6,6,3,8,2314
0,6,6,7,5,2314
1,3,3,5,10,2314
1,3,3,9,7,2314
1,7,1,4,9,2314
1,7,1,8,6,2314
1,9,8,2,5,2314
1,9,8,6,2,2314
2,2,7,5,8,2314
2,2,7,9,5,2314
2,6,5,0,10,2314
2,6,5,4,7,2314
2,6,5,8,4,2314
3,3,2,6,9,2314
3,5,9,0,8,2314
3,5,9,4,5,2314
3,5,9,8,2,2314
3,7,0,5,8,2314
3,7,0,9,5,2314
3,9,7,3,4,2314
3,9,7,7,1,2314
4,2,6,2,10,2314
4,2,6,6,7,2314
4,6,4,1,9,2314
4,6,4,5,6,2314
4,6,4,9,3,2314
5,3,1,7,8,2314
5,5,8,1,7,2314
5,5,8,5,4,2314
5,5,8,9,1,2314
5,9,6,0,6,2314
5,9,6,4,3,2314
5,9,6,8,0,2314
6,2,5,3,9,2314
6,2,5,7,6,2314
6,6,3,2,8,2314
6,6,3,6,5,2314
7,1,9,3,7,2314
7,1,9,7,4,2314
7,3,0,4,10,2314
7,3,0,8,7,2314
7,5,7,2,6,2314
7,5,7,6,3,2314
7,9,5,1,5,2314
7,9,5,5,2,2314
