2M,4M,6M,MM,
2,4,4,2,5001542
3,3,3,3,5001542
4,2,2,4,5001542
5,1,1,5,5001542
6,0,0,6,5001542
0,7,4,1,5001544
1,6,3,2,5001544
2,5,2,3,5001544
3,4,1,4,5001544
4,3,0,5,5001544
0,0,7,4,5001545
7,1,5,0,5001546
8,0,4,1,5001546
0,8,2,2,5001546
1,7,1,3,5001546
2,6,0,4,5001546
0,1,5,5,5001547
1,0,4,6,5001547
6,3,4,0,5001548
7,2,3,1,5001548
8,1,2,2,5001548
0,9,0,3,5001548
9,0,1,3,5001548
0,2,3,6,5001549
1,1,2,7,5001549
2,0,1,8,5001549
5,5,3,0,5001550
6,4,2,1,5001550
7,3,1,2,5001550
8,2,0,3,5001550
2,1,9,0,5001551
3,0,8,1,5001551
0,3,1,7,5001551
1,2,0,8,5001551
4,7,2,0,5001552
5,6,1,1,5001552
6,5,0,2,5001552
1,3,8,0,5001553
2,2,7,1,5001553
3,1,6,2,5001553
4,0,5,3,5001553
3,9,1,0,5001554
4,8,0,1,5001554
0,5,7,0,5001555
1,4,6,1,5001555
2,3,5,2,5001555
3,2,4,3,5001555
4,1,3,4,5001555
5,0,2,5,5001555
0,6,5,1,5001557
1,5,4,2,5001557
2,4,3,3,5001557
3,3,2,4,5001557
4,2,1,5,5001557
5,1,0,6,5001557
7,0,6,0,5001559
0,7,3,2,5001559
1,6,2,3,5001559
2,5,1,4,5001559
3,4,0,5,5001559
0,0,6,5,5001560
6,2,5,0,5001561
7,1,4,1,5001561
8,0,3,2,5001561
0,8,1,3,5001561
1,7,0,4,5001561
0,1,4,6,5001562
1,0,3,7,5001562
5,4,4,0,5001563
6,3,3,1,5001563
7,2,2,2,5001563
8,1,1,3,5001563
9,0,0,4,5001563
0,2,2,7,5001564
1,1,1,8,5001564
2,0,0,9,5001564
4,6,3,0,5001565
5,5,2,1,5001565
6,4,1,2,5001565
7,3,0,3,5001565
1,2,9,0,5001566
2,1,8,1,5001566
3,0,7,2,5001566
0,3,0,8,5001566
3,8,2,0,5001567
4,7,1,1,5001567
5,6,0,2,5001567
0,4,8,0,5001568
1,3,7,1,5001568
2,2,6,2,5001568
3,1,5,3,5001568
4,0,4,4,5001568
3,9,0,1,5001569
0,5,6,1,5001570
1,4,5,2,5001570
2,3,4,3,5001570
3,2,3,4,5001570
4,1,2,5,5001570
5,0,1,6,5001570
0,6,4,2,5001572
1,5,3,3,5001572
2,4,2,4,5001572
3,3,1,5,5001572
4,2,0,6,5001572
9,5,0,0,5001573
6,1,6,0,5001574
7,0,5,1,5001574
0,7,2,3,5001574
1,6,1,4,5001574
2,5,0,5,5001574
0,0,5,6,5001575
5,3,5,0,5001576
6,2,4,1,5001576
7,1,3,2,5001576
8,0,2,3,5001576
0,8,0,4,5001576
0,1,3,7,5001577
1,0,2,8,5001577
4,5,4,0,5001578
5,4,3,1,5001578
6,3,2,2,5001578
7,2,1,3,5001578
8,1,0,4,5001578
2,0,9,1,5001579
0,2,1,8,5001579
1,1,0,9,5001579
3,7,3,0,5001580
4,6,2,1,5001580
5,5,1,2,5001580
6,4,0,3,5001580
0,3,9,0,5001581
1,2,8,1,5001581
2,1,7,2,5001581
3,0,6,3,5001581
2,9,2,0,5001582
3,8,1,1,5001582
4,7,0,2,5001582
0,4,7,1,5001583
1,3,6,2,5001583
2,2,5,3,5001583
3,1,4,4,5001583
4,0,3,5,5001583
0,5,5,2,5001585
1,4,4,3,5001585
2,3,3,4,5001585
3,2,2,5,5001585
4,1,1,6,5001585
5,0,0,7,5001585
9,4,1,0,5001586
6,0,7,0,5001587
0,6,3,3,5001587
1,5,2,4,5001587
2,4,1,5,5001587
3,3,0,6,5001587
8,6,0,0,5001588
5,2,6,0,5001589
6,1,5,1,5001589
7,0,4,2,5001589
0,7,1,4,5001589
1,6,0,5,5001589
0,0,4,7,5001590
4,4,5,0,5001591
5,3,4,1,5001591
6,2,3,2,5001591
7,1,2,3,5001591
8,0,1,4,5001591
0,1,2,8,5001592
1,0,1,9,5001592
3,6,4,0,5001593
4,5,3,1,5001593
5,4,2,2,5001593
6,3,1,3,5001593
7,2,0,4,5001593
1,1,9,1,5001594
2,0,8,2,5001594
0,2,0,9,5001594
2,8,3,0,5001595
3,7,2,1,5001595
4,6,1,2,5001595
5,5,0,3,5001595
0,3,8,1,5001596
1,2,7,2,5001596
2,1,6,3,5001596
3,0,5,4,5001596
2,9,1,1,5001597
3,8,0,2,5001597
0,4,6,2,5001598
1,3,5,3,5001598
2,2,4,4,5001598
3,1,3,5,5001598
4,0,2,6,5001598
9,3,2,0,5001599
0,5,4,3,5001600
1,4,3,4,5001600
2,3,2,5,5001600
3,2,1,6,5001600
4,1,0,7,5001600
8,5,1,0,5001601
9,4,0,1,5001601
5,1,7,0,5001602
6,0,6,1,5001602
0,6,2,4,5001602
1,5,1,5,5001602
2,4,0,6,5001602
7,7,0,0,5001603
4,3,6,0,5001604
5,2,5,1,5001604
6,1,4,2,5001604
7,0,3,3,5001604
0,7,0,5,5001604
0,0,3,8,5001605
3,5,5,0,5001606
4,4,4,1,5001606
5,3,3,2,5001606
6,2,2,3,5001606
7,1,1,4,5001606
8,0,0,5,5001606
0,1,1,9,5001607
1,0,0,10,5001607
2,7,4,0,5001608
3,6,3,1,5001608
4,5,2,2,5001608
5,4,1,3,5001608
6,3,0,4,5001608
0,2,9,1,5001609
1,1,8,2,5001609
2,0,7,3,5001609
1,9,3,0,5001610
2,8,2,1,5001610
3,7,1,2,5001610
4,6,0,3,5001610
0,3,7,2,5001611
1,2,6,3,5001611
2,1,5,4,5001611
3,0,4,5,5001611
9,2,3,0,5001612
2,9,0,2,5001612
0,4,5,3,5001613
1,3,4,4,5001613
2,2,3,5,5001613
3,1,2,6,5001613
4,0,1,7,5001613
8,4,2,0,5001614
9,3,1,1,5001614
5,0,8,0,5001615
0,5,3,4,5001615
1,4,2,5,5001615
2,3,1,6,5001615
3,2,0,7,5001615
7,6,1,0,5001616
8,5,0,1,5001616
4,2,7,0,5001617
5,1,6,1,5001617
6,0,5,2,5001617
0,6,1,5,5001617
1,5,0,6,5001617
6,8,0,0,5001618
3,4,6,0,5001619
4,3,5,1,5001619
5,2,4,2,5001619
6,1,3,3,5001619
7,0,2,4,5001619
0,0,2,9,5001620
2,6,5,0,5001621
3,5,4,1,5001621
4,4,3,2,5001621
5,3,2,3,5001621
6,2,1,4,5001621
7,1,0,5,5001621
1,0,9,2,5001622
0,1,0,10,5001622
1,8,4,0,5001623
2,7,3,1,5001623
3,6,2,2,5001623
4,5,1,3,5001623
5,4,0,4,5001623
0,2,8,2,5001624
1,1,7,3,5001624
2,0,6,4,5001624
9,1,4,0,5001625
1,9,2,1,5001625
2,8,1,2,5001625
3,7,0,3,5001625
0,3,6,3,5001626
1,2,5,4,5001626
2,1,4,5,5001626
3,0,3,6,5001626
8,3,3,0,5001627
9,2,2,1,5001627
0,4,4,4,5001628
1,3,3,5,5001628
2,2,2,6,5001628
3,1,1,7,5001628
4,0,0,8,5001628
7,5,2,0,5001629
8,4,1,1,5001629
9,3,0,2,5001629
4,1,8,0,5001630
5,0,7,1,5001630
0,5,2,5,5001630
1,4,1,6,5001630
2,3,0,7,5001630
6,7,1,0,5001631
7,6,0,1,5001631
3,3,7,0,5001632
4,2,6,1,5001632
5,1,5,2,5001632
6,0,4,3,5001632
0,6,0,6,5001632
5,9,0,0,5001633
2,5,6,0,5001634
3,4,5,1,5001634
4,3,4,2,5001634
5,2,3,3,5001634
6,1,2,4,5001634
7,0,1,5,5001634
0,0,1,10,5001635
1,7,5,0,5001636
2,6,4,1,5001636
3,5,3,2,5001636
4,4,2,3,5001636
5,3,1,4,5001636
6,2,0,5,5001636
0,1,9,2,5001637
1,0,8,3,5001637
0,9,4,0,5001638
9,0,5,0,5001638
1,8,3,1,5001638
2,7,2,2,5001638
3,6,1,3,5001638
4,5,0,4,5001638
0,2,7,3,5001639
1,1,6,4,5001639
2,0,5,5,5001639
8,2,4,0,5001640
9,1,3,1,5001640
1,9,1,2,5001640
2,8,0,3,5001640
0,3,5,4,5001641
1,2,4,5,5001641
2,1,3,6,5001641
3,0,2,7,5001641
7,4,3,0,5001642
8,3,2,1,5001642
9,2,1,2,5001642
4,0,9,0,5001643
0,4,3,5,5001643
1,3,2,6,5001643
2,2,1,7,5001643
3,1,0,8,5001643
6,6,2,0,5001644
7,5,1,1,5001644
8,4,0,2,5001644
3,2,8,0,5001645
4,1,7,1,5001645
5,0,6,2,5001645
0,5,1,6,5001645
1,4,0,7,5001645
5,8,1,0,5001646
6,7,0,1,5001646
2,4,7,0,5001647
3,3,6,1,5001647
4,2,5,2,5001647
5,1,4,3,5001647
6,0,3,4,5001647
1,6,6,0,5001649
2,5,5,1,5001649
3,4,4,2,5001649
4,3,3,3,5001649
5,2,2,4,5001649
6,1,1,5,5001649
7,0,0,6,5001649
0,8,5,0,5001651
1,7,4,1,5001651
2,6,3,2,5001651
3,5,2,3,5001651
4,4,1,4,5001651
5,3,0,5,5001651
0,1,8,3,5001652
1,0,7,4,5001652
8,1,5,0,5001653
0,9,3,1,5001653
9,0,4,1,5001653
1,8,2,2,5001653
2,7,1,3,5001653
3,6,0,4,5001653
0,2,6,4,5001654
1,1,5,5,5001654
2,0,4,6,5001654
7,3,4,0,5001655
8,2,3,1,5001655
9,1,2,2,5001655
1,9,0,3,5001655
0,3,4,5,5001656
1,2,3,6,5001656
2,1,2,7,5001656
3,0,1,8,5001656
6,5,3,0,5001657
7,4,2,1,5001657
8,3,1,2,5001657
9,2,0,3,5001657
3,1,9,0,5001658
4,0,8,1,5001658
0,4,2,6,5001658
1,3,1,7,5001658
2,2,0,8,5001658
5,7,2,0,5001659
6,6,1,1,5001659
7,5,0,2,5001659
2,3,8,0,5001660
3,2,7,1,5001660
4,1,6,2,5001660
5,0,5,3,5001660
0,5,0,7,5001660
4,9,1,0,5001661
5,8,0,1,5001661
1,5,7,0,5001662
2,4,6,1,5001662
3,3,5,2,5001662
4,2,4,3,5001662
5,1,3,4,5001662
6,0,2,5,5001662
0,7,6,0,5001664
1,6,5,1,5001664
2,5,4,2,5001664
3,4,3,3,5001664
4,3,2,4,5001664
5,2,1,5,5001664
6,1,0,6,5001664
0,0,9,3,5001665
8,0,6,0,5001666
0,8,4,1,5001666
1,7,3,2,5001666
2,6,2,3,5001666
3,5,1,4,5001666
4,4,0,5,5001666
0,1,7,4,5001667
1,0,6,5,5001667
7,2,5,0,5001668
8,1,4,1,5001668
0,9,2,2,5001668
9,0,3,2,5001668
1,8,1,3,5001668
2,7,0,4,5001668
0,2,5,5,5001669
1,1,4,6,5001669
2,0,3,7,5001669
6,4,4,0,5001670
7,3,3,1,5001670
8,2,2,2,5001670
9,1,1,3,5001670
0,3,3,6,5001671
1,2,2,7,5001671
2,1,1,8,5001671
3,0,0,9,5001671
5,6,3,0,5001672
6,5,2,1,5001672
7,4,1,2,5001672
8,3,0,3,5001672
2,2,9,0,5001673
3,1,8,1,5001673
4,0,7,2,5001673
0,4,1,7,5001673
1,3,0,8,5001673
4,8,2,0,5001674
5,7,1,1,5001674
6,6,0,2,5001674
1,4,8,0,5001675
2,3,7,1,5001675
3,2,6,2,5001675
4,1,5,3,5001675
5,0,4,4,5001675
4,9,0,1,5001676
0,6,7,0,5001677
1,5,6,1,5001677
2,4,5,2,5001677
3,3,4,3,5001677
4,2,3,4,5001677
5,1,2,5,5001677
6,0,1,6,5001677
0,7,5,1,5001679
1,6,4,2,5001679
2,5,3,3,5001679
3,4,2,4,5001679
4,3,1,5,5001679
5,2,0,6,5001679
0,0,8,4,5001680
7,1,6,0,5001681
8,0,5,1,5001681
0,8,3,2,5001681
1,7,2,3,5001681
2,6,1,4,5001681
3,5,0,5,5001681
0,1,6,5,5001682
1,0,5,6,5001682
6,3,5,0,5001683
7,2,4,1,5001683
8,1,3,2,5001683
0,9,1,3,5001683
9,0,2,3,5001683
1,8,0,4,5001683
0,2,4,6,5001684
1,1,3,7,5001684
2,0,2,8,5001684
5,5,4,0,5001685
6,4,3,1,5001685
7,3,2,2,5001685
8,2,1,3,5001685
9,1,0,4,5001685
3,0,9,1,5001686
0,3,2,7,5001686
1,2,1,8,5001686
2,1,0,9,5001686
4,7,3,0,5001687
5,6,2,1,5001687
6,5,1,2,5001687
7,4,0,3,5001687
1,3,9,0,5001688
2,2,8,1,5001688
3,1,7,2,5001688
4,0,6,3,5001688
0,4,0,8,5001688
3,9,2,0,5001689
4,8,1,1,5001689
5,7,0,2,5001689
0,5,8,0,5001690
1,4,7,1,5001690
2,3,6,2,5001690
3,2,5,3,5001690
4,1,4,4,5001690
5,0,3,5,5001690
0,6,6,1,5001692
1,5,5,2,5001692
2,4,4,3,5001692
3,3,3,4,5001692
4,2,2,5,5001692
5,1,1,6,5001692
6,0,0,7,5001692
7,0,7,0,5001694
0,7,4,2,5001694
1,6,3,3,5001694
2,5,2,4,5001694
3,4,1,5,5001694
4,3,0,6,5001694
9,6,0,0,5001695
0,0,7,5,5001695
6,2,6,0,5001696
7,1,5,1,5001696
8,0,4,2,5001696
0,8,2,3,5001696
1,7,1,4,5001696
2,6,0,5,5001696
0,1,5,6,5001697
1,0,4,7,5001697
5,4,5,0,5001698
6,3,4,1,5001698
7,2,3,2,5001698
8,1,2,3,5001698
0,9,0,4,5001698
9,0,1,4,5001698
0,2,3,7,5001699
1,1,2,8,5001699
2,0,1,9,5001699
4,6,4,0,5001700
5,5,3,1,5001700
6,4,2,2,5001700
7,3,1,3,5001700
8,2,0,4,5001700
2,1,9,1,5001701
3,0,8,2,5001701
0,3,1,8,5001701
1,2,0,9,5001701
3,8,3,0,5001702
4,7,2,1,5001702
5,6,1,2,5001702
6,5,0,3,5001702
0,4,9,0,5001703
1,3,8,1,5001703
2,2,7,2,5001703
3,1,6,3,5001703
4,0,5,4,5001703
3,9,1,1,5001704
4,8,0,2,5001704
0,5,7,1,5001705
1,4,6,2,5001705
2,3,5,3,5001705
3,2,4,4,5001705
4,1,3,5,5001705
5,0,2,6,5001705
0,6,5,2,5001707
1,5,4,3,5001707
2,4,3,4,5001707
3,3,2,5,5001707
4,2,1,6,5001707
5,1,0,7,5001707
9,5,1,0,5001708
6,1,7,0,5001709
7,0,6,1,5001709
0,7,3,3,5001709
1,6,2,4,5001709
2,5,1,5,5001709
3,4,0,6,5001709
8,7,0,0,5001710
0,0,6,6,5001710
5,3,6,0,5001711
6,2,5,1,5001711
7,1,4,2,5001711
8,0,3,3,5001711
0,8,1,4,5001711
1,7,0,5,5001711
0,1,4,7,5001712
1,0,3,8,5001712
4,5,5,0,5001713
5,4,4,1,5001713
6,3,3,2,5001713
7,2,2,3,5001713
8,1,1,4,5001713
9,0,0,5,5001713
0,2,2,8,5001714
1,1,1,9,5001714
2,0,0,10,5001714
3,7,4,0,5001715
4,6,3,1,5001715
5,5,2,2,5001715
6,4,1,3,5001715
7,3,0,4,5001715
1,2,9,1,5001716
2,1,8,2,5001716
3,0,7,3,5001716
0,3,0,9,5001716
2,9,3,0,5001717
3,8,2,1,5001717
4,7,1,2,5001717
5,6,0,3,5001717
0,4,8,1,5001718
1,3,7,2,5001718
2,2,6,3,5001718
3,1,5,4,5001718
4,0,4,5,5001718
3,9,0,2,5001719
0,5,6,2,5001720
1,4,5,3,5001720
2,3,4,4,5001720
3,2,3,5,5001720
4,1,2,6,5001720
5,0,1,7,5001720
9,4,2,0,5001721
6,0,8,0,5001722
0,6,4,3,5001722
1,5,3,4,5001722
2,4,2,5,5001722
3,3,1,6,5001722
4,2,0,7,5001722
8,6,1,0,5001723
9,5,0,1,5001723
5,2,7,0,5001724
6,1,6,1,5001724
7,0,5,2,5001724
0,7,2,4,5001724
1,6,1,5,5001724
2,5,0,6,5001724
7,8,0,0,5001725
0,0,5,7,5001725
4,4,6,0,5001726
5,3,5,1,5001726
6,2,4,2,5001726
7,1,3,3,5001726
8,0,2,4,5001726
0,8,0,5,5001726
0,1,3,8,5001727
1,0,2,9,5001727
3,6,5,0,5001728
4,5,4,1,5001728
5,4,3,2,5001728
6,3,2,3,5001728
7,2,1,4,5001728
8,1,0,5,5001728
2,0,9,2,5001729
0,2,1,9,5001729
1,1,0,10,5001729
2,8,4,0,5001730
3,7,3,1,5001730
4,6,2,2,5001730
5,5,1,3,5001730
6,4,0,4,5001730
0,3,9,1,5001731
1,2,8,2,5001731
2,1,7,3,5001731
3,0,6,4,5001731
2,9,2,1,5001732
3,8,1,2,5001732
4,7,0,3,5001732
0,4,7,2,5001733
1,3,6,3,5001733
2,2,5,4,5001733
3,1,4,5,5001733
4,0,3,6,5001733
9,3,3,0,5001734
0,5,5,3,5001735
1,4,4,4,5001735
2,3,3,5,5001735
3,2,2,6,5001735
4,1,1,7,5001735
5,0,0,8,5001735
8,5,2,0,5001736
9,4,1,1,5001736
5,1,8,0,5001737
6,0,7,1,5001737
0,6,3,4,5001737
1,5,2,5,5001737
2,4,1,6,5001737
3,3,0,7,5001737
7,7,1,0,5001738
8,6,0,1,5001738
4,3,7,0,5001739
5,2,6,1,5001739
6,1,5,2,5001739
7,0,4,3,5001739
0,7,1,5,5001739
1,6,0,6,5001739
6,9,0,0,5001740
0,0,4,8,5001740
3,5,6,0,5001741
4,4,5,1,5001741
5,3,4,2,5001741
6,2,3,3,5001741
7,1,2,4,5001741
8,0,1,5,5001741
0,1,2,9,5001742
1,0,1,10,5001742
2,7,5,0,5001743
3,6,4,1,5001743
4,5,3,2,5001743
5,4,2,3,5001743
6,3,1,4,5001743
7,2,0,5,5001743
1,1,9,2,5001744
2,0,8,3,5001744
0,2,0,10,5001744
1,9,4,0,5001745
2,8,3,1,5001745
3,7,2,2,5001745
4,6,1,3,5001745
5,5,0,4,5001745
0,3,8,2,5001746
1,2,7,3,5001746
2,1,6,4,5001746
3,0,5,5,5001746
9,2,4,0,5001747
2,9,1,2,5001747
3,8,0,3,5001747
0,4,6,3,5001748
1,3,5,4,5001748
2,2,4,5,5001748
3,1,3,6,5001748
4,0,2,7,5001748
8,4,3,0,5001749
9,3,2,1,5001749
5,0,9,0,5001750
0,5,4,4,5001750
1,4,3,5,5001750
2,3,2,6,5001750
3,2,1,7,5001750
4,1,0,8,5001750
7,6,2,0,5001751
8,5,1,1,5001751
9,4,0,2,5001751
4,2,8,0,5001752
5,1,7,1,5001752
6,0,6,2,5001752
0,6,2,5,5001752
1,5,1,6,5001752
2,4,0,7,5001752
6,8,1,0,5001753
7,7,0,1,5001753
3,4,7,0,5001754
4,3,6,1,5001754
5,2,5,2,5001754
6,1,4,3,5001754
7,0,3,4,5001754
0,7,0,6,5001754
0,0,3,9,5001755
2,6,6,0,5001756
3,5,5,1,5001756
4,4,4,2,5001756
5,3,3,3,5001756
6,2,2,4,5001756
7,1,1,5,5001756
8,0,0,6,5001756
0,1,1,10,5001757
1,8,5,0,5001758
2,7,4,1,5001758
3,6,3,2,5001758
4,5,2,3,5001758
5,4,1,4,5001758
6,3,0,5,5001758
0,2,9,2,5001759
1,1,8,3,5001759
2,0,7,4,5001759
9,1,5,0,5001760
1,9,3,1,5001760
2,8,2,2,5001760
3,7,1,3,5001760
4,6,0,4,5001760
0,3,7,3,5001761
1,2,6,4,5001761
2,1,5,5,5001761
3,0,4,6,5001761
8,3,4,0,5001762
9,2,3,1,5001762
2,9,0,3,5001762
0,4,5,4,5001763
1,3,4,5,5001763
2,2,3,6,5001763
3,1,2,7,5001763
4,0,1,8,5001763
7,5,3,0,5001764
8,4,2,1,5001764
9,3,1,2,5001764
4,1,9,0,5001765
5,0,8,1,5001765
0,5,3,5,5001765
1,4,2,6,5001765
2,3,1,7,5001765
3,2,0,8,5001765
6,7,2,0,5001766
7,6,1,1,5001766
8,5,0,2,5001766
3,3,8,0,5001767
4,2,7,1,5001767
5,1,6,2,5001767
6,0,5,3,5001767
0,6,1,6,5001767
1,5,0,7,5001767
5,9,1,0,5001768
6,8,0,1,5001768
2,5,7,0,5001769
3,4,6,1,5001769
4,3,5,2,5001769
5,2,4,3,5001769
6,1,3,4,5001769
7,0,2,5,5001769
0,0,2,10,5001770
1,7,6,0,5001771
2,6,5,1,5001771
3,5,4,2,5001771
4,4,3,3,5001771
5,3,2,4,5001771
6,2,1,5,5001771
7,1,0,6,5001771
1,0,9,3,5001772
0,9,5,0,5001773
9,0,6,0,5001773
1,8,4,1,5001773
2,7,3,2,5001773
3,6,2,3,5001773
4,5,1,4,5001773
5,4,0,5,5001773
0,2,8,3,5001774
1,1,7,4,5001774
2,0,6,5,5001774
8,2,5,0,5001775
9,1,4,1,5001775
1,9,2,2,5001775
2,8,1,3,5001775
3,7,0,4,5001775
0,3,6,4,5001776
1,2,5,5,5001776
2,1,4,6,5001776
3,0,3,7,5001776
7,4,4,0,5001777
8,3,3,1,5001777
9,2,2,2,5001777
0,4,4,5,5001778
1,3,3,6,5001778
2,2,2,7,5001778
3,1,1,8,5001778
4,0,0,9,5001778
6,6,3,0,5001779
7,5,2,1,5001779
8,4,1,2,5001779
9,3,0,3,5001779
3,2,9,0,5001780
4,1,8,1,5001780
5,0,7,2,5001780
0,5,2,6,5001780
1,4,1,7,5001780
2,3,0,8,5001780
5,8,2,0,5001781
6,7,1,1,5001781
7,6,0,2,5001781
2,4,8,0,5001782
3,3,7,1,5001782
4,2,6,2,5001782
5,1,5,3,5001782
6,0,4,4,5001782
0,6,0,7,5001782
5,9,0,1,5001783
1,6,7,0,5001784
2,5,6,1,5001784
3,4,5,2,5001784
4,3,4,3,5001784
5,2,3,4,5001784
6,1,2,5,5001784
7,0,1,6,5001784
0,8,6,0,5001786
1,7,5,1,5001786
2,6,4,2,5001786
3,5,3,3,5001786
4,4,2,4,5001786
5,3,1,5,5001786
6,2,0,6,5001786
0,1,9,3,5001787
1,0,8,4,5001787
8,1,6,0,5001788
0,9,4,1,5001788
9,0,5,1,5001788
1,8,3,2,5001788
2,7,2,3,5001788
3,6,1,4,5001788
4,5,0,5,5001788
0,2,7,4,5001789
1,1,6,5,5001789
2,0,5,6,5001789
7,3,5,0,5001790
8,2,4,1,5001790
9,1,3,2,5001790
1,9,1,3,5001790
2,8,0,4,5001790
0,3,5,5,5001791
1,2,4,6,5001791
2,1,3,7,5001791
3,0,2,8,5001791
6,5,4,0,5001792
7,4,3,1,5001792
8,3,2,2,5001792
9,2,1,3,5001792
4,0,9,1,5001793
0,4,3,6,5001793
1,3,2,7,5001793
2,2,1,8,5001793
3,1,0,9,5001793
5,7,3,0,5001794
6,6,2,1,5001794
7,5,1,2,5001794
8,4,0,3,5001794
2,3,9,0,5001795
3,2,8,1,5001795
4,1,7,2,5001795
5,0,6,3,5001795
0,5,1,7,5001795
1,4,0,8,5001795
4,9,2,0,5001796
5,8,1,1,5001796
6,7,0,2,5001796
1,5,8,0,5001797
2,4,7,1,5001797
3,3,6,2,5001797
4,2,5,3,5001797
5,1,4,4,5001797
6,0,3,5,5001797
0,7,7,0,5001799
1,6,6,1,5001799
2,5,5,2,5001799
3,4,4,3,5001799
4,3,3,4,5001799
5,2,2,5,5001799
6,1,1,6,5001799
7,0,0,7,5001799
8,0,7,0,5001801
0,8,5,1,5001801
1,7,4,2,5001801
2,6,3,3,5001801
3,5,2,4,5001801
4,4,1,5,5001801
5,3,0,6,5001801
0,1,8,4,5001802
1,0,7,5,5001802
7,2,6,0,5001803
8,1,5,1,5001803
0,9,3,2,5001803
9,0,4,2,5001803
1,8,2,3,5001803
2,7,1,4,5001803
3,6,0,5,5001803
0,2,6,5,5001804
1,1,5,6,5001804
2,0,4,7,5001804
6,4,5,0,5001805
7,3,4,1,5001805
8,2,3,2,5001805
9,1,2,3,5001805
1,9,0,4,5001805
0,3,4,6,5001806
1,2,3,7,5001806
2,1,2,8,5001806
3,0,1,9,5001806
5,6,4,0,5001807
6,5,3,1,5001807
7,4,2,2,5001807
8,3,1,3,5001807
9,2,0,4,5001807
3,1,9,1,5001808
4,0,8,2,5001808
0,4,2,7,5001808
1,3,1,8,5001808
2,2,0,9,5001808
4,8,3,0,5001809
5,7,2,1,5001809
6,6,1,2,5001809
7,5,0,3,5001809
1,4,9,0,5001810
2,3,8,1,5001810
3,2,7,2,5001810
4,1,6,3,5001810
5,0,5,4,5001810
0,5,0,8,5001810
4,9,1,1,5001811
5,8,0,2,5001811
0,6,8,0,5001812
1,5,7,1,5001812
2,4,6,2,5001812
3,3,5,3,5001812
4,2,4,4,5001812
5,1,3,5,5001812
6,0,2,6,5001812
0,7,6,1,5001814
1,6,5,2,5001814
2,5,4,3,5001814
3,4,3,4,5001814
4,3,2,5,5001814
5,2,1,6,5001814
6,1,0,7,5001814
0,0,9,4,5001815
7,1,7,0,5001816
8,0,6,1,5001816
0,8,4,2,5001816
1,7,3,3,5001816
2,6,2,4,5001816
3,5,1,5,5001816
4,4,0,6,5001816
9,7,0,0,5001817
0,1,7,5,5001817
1,0,6,6,5001817
6,3,6,0,5001818
7,2,5,1,5001818
8,1,4,2,5001818
0,9,2,3,5001818
9,0,3,3,5001818
1,8,1,4,5001818
2,7,0,5,5001818
0,2,5,6,5001819
1,1,4,7,5001819
2,0,3,8,5001819
5,5,5,0,5001820
6,4,4,1,5001820
7,3,3,2,5001820
8,2,2,3,5001820
9,1,1,4,5001820
0,3,3,7,5001821
1,2,2,8,5001821
2,1,1,9,5001821
3,0,0,10,5001821
4,7,4,0,5001822
5,6,3,1,5001822
6,5,2,2,5001822
7,4,1,3,5001822
8,3,0,4,5001822
2,2,9,1,5001823
3,1,8,2,5001823
4,0,7,3,5001823
0,4,1,8,5001823
1,3,0,9,5001823
3,9,3,0,5001824
4,8,2,1,5001824
5,7,1,2,5001824
6,6,0,3,5001824
0,5,9,0,5001825
1,4,8,1,5001825
2,3,7,2,5001825
3,2,6,3,5001825
4,1,5,4,5001825
5,0,4,5,5001825
4,9,0,2,5001826
0,6,7,1,5001827
1,5,6,2,5001827
2,4,5,3,5001827
3,3,4,4,5001827
4,2,3,5,5001827
5,1,2,6,5001827
6,0,1,7,5001827
7,0,8,0,5001829
0,7,5,2,5001829
1,6,4,3,5001829
2,5,3,4,5001829
3,4,2,5,5001829
4,3,1,6,5001829
5,2,0,7,5001829
9,6,1,0,5001830
0,0,8,5,5001830
6,2,7,0,5001831
7,1,6,1,5001831
8,0,5,2,5001831
0,8,3,3,5001831
1,7,2,4,5001831
2,6,1,5,5001831
3,5,0,6,5001831
8,8,0,0,5001832
0,1,6,6,5001832
1,0,5,7,5001832
5,4,6,0,5001833
6,3,5,1,5001833
7,2,4,2,5001833
8,1,3,3,5001833
0,9,1,4,5001833
9,0,2,4,5001833
1,8,0,5,5001833
0,2,4,7,5001834
1,1,3,8,5001834
2,0,2,9,5001834
4,6,5,0,5001835
5,5,4,1,5001835
6,4,3,2,5001835
7,3,2,3,5001835
8,2,1,4,5001835
9,1,0,5,5001835
3,0,9,2,5001836
0,3,2,8,5001836
1,2,1,9,5001836
2,1,0,10,5001836
3,8,4,0,5001837
4,7,3,1,5001837
5,6,2,2,5001837
6,5,1,3,5001837
7,4,0,4,5001837
1,3,9,1,5001838
2,2,8,2,5001838
3,1,7,3,5001838
4,0,6,4,5001838
0,4,0,9,5001838
3,9,2,1,5001839
4,8,1,2,5001839
5,7,0,3,5001839
0,5,8,1,5001840
1,4,7,2,5001840
2,3,6,3,5001840
3,2,5,4,5001840
4,1,4,5,5001840
5,0,3,6,5001840
0,6,6,2,5001842
1,5,5,3,5001842
2,4,4,4,5001842
3,3,3,5,5001842
4,2,2,6,5001842
5,1,1,7,5001842
6,0,0,8,5001842
9,5,2,0,5001843
6,1,8,0,5001844
7,0,7,1,5001844
0,7,4,3,5001844
1,6,3,4,5001844
2,5,2,5,5001844
3,4,1,6,5001844
4,3,0,7,5001844
8,7,1,0,5001845
