"ibe","2M","4M","6M","MM"
3,2,9,8,4,3002992
3,3,8,7,5,3002992
3,4,7,6,6,3002992
3,5,6,5,7,3002992
3,6,5,4,8,3002992
3,7,4,3,9,3002992
3,8,3,2,10,3002992
3,4,0,9,9,3002993
3,9,3,9,3,3002994
3,3,9,5,6,3002994
3,4,8,4,7,3002994
3,5,7,3,8,3002994
3,6,6,2,9,3002994
3,7,5,1,10,3002994
3,2,3,9,8,3002995
3,3,2,8,9,3002995
3,4,1,7,10,3002995
3,7,6,9,2,3002996
3,8,5,8,3,3002996
3,9,4,7,4,3002996
3,4,9,2,8,3002996
3,5,8,1,9,3002996
3,6,7,0,10,3002996
3,0,6,9,7,3002997
3,1,5,8,8,3002997
3,2,4,7,9,3002997
3,3,3,6,10,3002997
3,5,9,9,1,3002998
3,6,8,8,2,3002998
3,7,7,7,3,3002998
3,8,6,6,4,3002998
3,9,5,5,5,3002998
3,0,7,7,8,3002999
3,1,6,6,9,3002999
3,2,5,5,10,3002999
3,6,9,6,3,3003000
3,7,8,5,4,3003000
3,8,7,4,5,3003000
3,9,6,3,6,3003000
3,6,2,9,6,3003001
3,7,1,8,7,3003001
3,8,0,7,8,3003001
3,0,8,5,9,3003001
3,1,7,4,10,3003001
3,7,9,3,5,3003002
3,8,8,2,6,3003002
3,9,7,1,7,3003002
3,4,5,9,5,3003003
3,5,4,8,6,3003003
3,6,3,7,7,3003003
3,7,2,6,8,3003003
3,8,1,5,9,3003003
3,0,9,3,10,3003003
3,9,0,4,10,3003003
3,8,9,0,7,3003004
3,2,8,9,4,3003005
3,3,7,8,5,3003005
3,4,6,7,6,3003005
3,5,5,6,7,3003005
3,6,4,5,8,3003005
3,7,3,4,9,3003005
3,8,2,3,10,3003005
3,9,9,7,0,3003006
3,2,9,7,5,3003007
3,3,8,6,6,3003007
3,4,7,5,7,3003007
3,5,6,4,8,3003007
3,6,5,3,9,3003007
3,7,4,2,10,3003007
3,3,1,9,9,3003008
3,4,0,8,10,3003008
3,8,4,9,3,3003009
3,9,3,8,4,3003009
3,3,9,4,7,3003009
3,4,8,3,8,3003009
3,5,7,2,9,3003009
3,6,6,1,10,3003009
3,1,4,9,8,3003010
3,2,3,8,9,3003010
3,3,2,7,10,3003010
3,6,7,9,2,3003011
3,7,6,8,3,3003011
3,8,5,7,4,3003011
3,9,4,6,5,3003011
3,4,9,1,9,3003011
3,5,8,0,10,3003011
3,0,6,8,8,3003012
3,1,5,7,9,3003012
3,2,4,6,10,3003012
3,5,9,8,2,3003013
3,6,8,7,3,3003013
3,7,7,6,4,3003013
3,8,6,5,5,3003013
3,9,5,4,6,3003013
3,7,0,9,7,3003014
3,0,7,6,9,3003014
3,1,6,5,10,3003014
3,6,9,5,4,3003015
3,7,8,4,5,3003015
3,8,7,3,6,3003015
3,9,6,2,7,3003015
3,5,3,9,6,3003016
3,6,2,8,7,3003016
3,7,1,7,8,3003016
3,8,0,6,9,3003016
3,0,8,4,10,3003016
3,7,9,2,6,3003017
3,8,8,1,7,3003017
3,9,7,0,8,3003017
3,3,6,9,5,3003018
3,4,5,8,6,3003018
3,5,4,7,7,3003018
3,6,3,6,8,3003018
3,7,2,5,9,3003018
3,8,1,4,10,3003018
3,9,8,8,0,3003019
3,1,9,9,4,3003020
3,2,8,8,5,3003020
3,3,7,7,6,3003020
3,4,6,6,7,3003020
3,5,5,5,8,3003020
3,6,4,4,9,3003020
3,7,3,3,10,3003020
3,9,9,6,1,3003021
3,9,2,9,4,3003022
3,2,9,6,6,3003022
3,3,8,5,7,3003022
3,4,7,4,8,3003022
3,5,6,3,9,3003022
3,6,5,2,10,3003022
3,2,2,9,9,3003023
3,3,1,8,10,3003023
3,7,5,9,3,3003024
3,8,4,8,4,3003024
3,9,3,7,5,3003024
3,3,9,3,8,3003024
3,4,8,2,9,3003024
3,5,7,1,10,3003024
3,0,5,9,8,3003025
3,1,4,8,9,3003025
3,2,3,7,10,3003025
3,5,8,9,2,3003026
3,6,7,8,3,3003026
3,7,6,7,4,3003026
3,8,5,6,5,3003026
3,9,4,5,6,3003026
3,4,9,0,10,3003026
3,0,6,7,9,3003027
3,1,5,6,10,3003027
3,5,9,7,3,3003028
3,6,8,6,4,3003028
3,7,7,5,5,3003028
3,8,6,4,6,3003028
3,9,5,3,7,3003028
3,6,1,9,7,3003029
3,7,0,8,8,3003029
3,0,7,5,10,3003029
3,6,9,4,5,3003030
3,7,8,3,6,3003030
3,8,7,2,7,3003030
3,9,6,1,8,3003030
3,4,4,9,6,3003031
3,5,3,8,7,3003031
3,6,2,7,8,3003031
3,7,1,6,9,3003031
3,8,0,5,10,3003031
3,9,7,9,0,3003032
3,7,9,1,7,3003032
3,8,8,0,8,3003032
3,2,7,9,5,3003033
3,3,6,8,6,3003033
3,4,5,7,7,3003033
3,5,4,6,8,3003033
3,6,3,5,9,3003033
3,7,2,4,10,3003033
3,8,9,8,0,3003034
3,9,8,7,1,3003034
3,1,9,8,5,3003035
3,2,8,7,6,3003035
3,3,7,6,7,3003035
3,4,6,5,8,3003035
3,5,5,4,9,3003035
3,6,4,3,10,3003035
3,9,9,5,2,3003036
3,3,0,9,10,3003036
3,8,3,9,4,3003037
3,9,2,8,5,3003037
3,2,9,5,7,3003037
3,3,8,4,8,3003037
3,4,7,3,9,3003037
3,5,6,2,10,3003037
3,1,3,9,9,3003038
3,2,2,8,10,3003038
3,6,6,9,3,3003039
3,7,5,8,4,3003039
3,8,4,7,5,3003039
3,9,3,6,6,3003039
3,3,9,2,9,3003039
3,4,8,1,10,3003039
3,0,5,8,9,3003040
3,1,4,7,10,3003040
3,4,9,9,2,3003041
3,5,8,8,3,3003041
3,6,7,7,4,3003041
3,7,6,6,5,3003041
3,8,5,5,6,3003041
3,9,4,4,7,3003041
3,0,6,6,10,3003042
3,5,9,6,4,3003043
3,6,8,5,5,3003043
3,7,7,4,6,3003043
3,8,6,3,7,3003043
3,9,5,2,8,3003043
3,5,2,9,7,3003044
3,6,1,8,8,3003044
3,7,0,7,9,3003044
3,6,9,3,6,3003045
3,7,8,2,7,3003045
3,8,7,1,8,3003045
3,9,6,0,9,3003045
3,3,5,9,6,3003046
3,4,4,8,7,3003046
3,5,3,7,8,3003046
3,6,2,6,9,3003046
3,7,1,5,10,3003046
3,8,8,9,0,3003047
3,9,7,8,1,3003047
3,7,9,0,8,3003047
3,1,8,9,5,3003048
3,2,7,8,6,3003048
3,3,6,7,7,3003048
3,4,5,6,8,3003048
3,5,4,5,9,3003048
3,6,3,4,10,3003048
3,8,9,7,1,3003049
3,9,8,6,2,3003049
3,9,1,9,5,3003050
3,1,9,7,6,3003050
3,2,8,6,7,3003050
3,3,7,5,8,3003050
3,4,6,4,9,3003050
3,5,5,3,10,3003050
3,9,9,4,3,3003051
3,2,1,9,10,3003051
3,7,4,9,4,3003052
3,8,3,8,5,3003052
3,9,2,7,6,3003052
3,2,9,4,8,3003052
3,3,8,3,9,3003052
3,4,7,2,10,3003052
3,0,4,9,9,3003053
3,1,3,8,10,3003053
3,5,7,9,3,3003054
3,6,6,8,4,3003054
3,7,5,7,5,3003054
3,8,4,6,6,3003054
3,9,3,5,7,3003054
3,3,9,1,10,3003054
3,0,5,7,10,3003055
3,4,9,8,3,3003056
3,5,8,7,4,3003056
3,6,7,6,5,3003056
3,7,6,5,6,3003056
3,8,5,4,7,3003056
3,9,4,3,8,3003056
3,6,0,9,8,3003057
3,5,9,5,5,3003058
3,6,8,4,6,3003058
3,7,7,3,7,3003058
3,8,6,2,8,3003058
3,9,5,1,9,3003058
3,4,3,9,7,3003059
3,5,2,8,8,3003059
3,6,1,7,9,3003059
3,7,0,6,10,3003059
3,9,6,9,1,3003060
3,6,9,2,7,3003060
3,7,8,1,8,3003060
3,8,7,0,9,3003060
3,2,6,9,6,3003061
3,3,5,8,7,3003061
3,4,4,7,8,3003061
3,5,3,6,9,3003061
3,6,2,5,10,3003061
3,7,9,9,0,3003062
3,8,8,8,1,3003062
3,9,7,7,2,3003062
3,0,9,9,5,3003063
3,1,8,8,6,3003063
3,2,7,7,7,3003063
3,3,6,6,8,3003063
3,4,5,5,9,3003063
3,5,4,4,10,3003063
3,8,9,6,2,3003064
3,9,8,5,3,3003064
3,2,0,10,10,3003064
3,8,2,9,5,3003065
3,9,1,8,6,3003065
3,1,9,6,7,3003065
3,2,8,5,8,3003065
3,3,7,4,9,3003065
3,4,6,3,10,3003065
3,9,9,3,4,3003066
3,1,2,9,10,3003066
3,6,5,9,4,3003067
3,7,4,8,5,3003067
3,8,3,7,6,3003067
3,9,2,6,7,3003067
3,2,9,3,9,3003067
3,3,8,2,10,3003067
3,0,4,8,10,3003068
3,4,8,9,3,3003069
3,5,7,8,4,3003069
3,6,6,7,5,3003069
3,7,5,6,6,3003069
3,8,4,5,7,3003069
3,9,3,4,8,3003069
3,4,9,7,4,3003071
3,5,8,6,5,3003071
3,6,7,5,6,3003071
3,7,6,4,7,3003071
3,8,5,3,8,3003071
3,9,4,2,9,3003071
3,5,1,9,8,3003072
3,6,0,8,9,3003072
3,5,9,4,6,3003073
3,6,8,3,7,3003073
3,7,7,2,8,3003073
3,8,6,1,9,3003073
3,9,5,0,10,3003073
3,3,4,9,7,3003074
3,4,3,8,8,3003074
3,5,2,7,9,3003074
3,6,1,6,10,3003074
3,8,7,9,1,3003075
3,9,6,8,2,3003075
3,6,9,1,8,3003075
3,7,8,0,9,3003075
3,1,7,9,6,3003076
3,2,6,8,7,3003076
3,3,5,7,8,3003076
3,4,4,6,9,3003076
3,5,3,5,10,3003076
3,7,9,8,1,3003077
3,8,8,7,2,3003077
3,9,7,6,3,3003077
3,0,9,8,6,3003078
3,9,0,9,6,3003078
3,1,8,7,7,3003078
3,2,7,6,8,3003078
3,3,6,5,9,3003078
3,4,5,4,10,3003078
3,8,9,5,3,3003079
3,9,8,4,4,3003079
3,1,1,10,10,3003079
3,7,3,9,5,3003080
3,8,2,8,6,3003080
3,9,1,7,7,3003080
3,1,9,5,8,3003080
3,2,8,4,9,3003080
3,3,7,3,10,3003080
3,9,9,2,5,3003081
3,0,3,9,10,3003081
3,5,6,9,4,3003082
3,6,5,8,5,3003082
3,7,4,7,6,3003082
3,8,3,6,7,3003082
3,9,2,5,8,3003082
3,2,9,2,10,3003082
3,3,9,9,3,3003084
3,4,8,8,4,3003084
3,5,7,7,5,3003084
3,6,6,6,6,3003084
3,7,5,5,7,3003084
3,8,4,4,8,3003084
3,9,3,3,9,3003084
3,4,9,6,5,3003086
3,5,8,5,6,3003086
3,6,7,4,7,3003086
3,7,6,3,8,3003086
3,8,5,2,9,3003086
3,9,4,1,10,3003086
3,4,2,9,8,3003087
3,5,1,8,9,3003087
3,6,0,7,10,3003087
3,9,5,9,2,3003088
3,5,9,3,7,3003088
3,6,8,2,8,3003088
3,7,7,1,9,3003088
3,8,6,0,10,3003088
3,2,5,9,7,3003089
3,3,4,8,8,3003089
3,4,3,7,9,3003089
3,5,2,6,10,3003089
3,7,8,9,1,3003090
3,8,7,8,2,3003090
3,9,6,7,3,3003090
3,6,9,0,9,3003090
3,0,8,9,6,3003091
3,1,7,8,7,3003091
3,2,6,7,8,3003091
3,3,5,6,9,3003091
3,4,4,5,10,3003091
3,7,9,7,2,3003092
3,8,8,6,3,3003092
3,9,7,5,4,3003092
3,8,1,9,6,3003093
3,0,9,7,7,3003093
3,9,0,8,7,3003093
3,1,8,6,8,3003093
3,2,7,5,9,3003093
3,3,6,4,10,3003093
3,8,9,4,4,3003094
3,9,8,3,5,3003094
3,0,2,10,10,3003094
3,6,4,9,5,3003095
3,7,3,8,6,3003095
3,8,2,7,7,3003095
3,9,1,6,8,3003095
3,1,9,4,9,3003095
3,2,8,3,10,3003095
3,9,9,1,6,3003096
3,4,7,9,4,3003097
3,5,6,8,5,3003097
3,6,5,7,6,3003097
3,7,4,6,7,3003097
3,8,3,5,8,3003097
3,9,2,4,9,3003097
3,3,9,8,4,3003099
3,4,8,7,5,3003099
3,5,7,6,6,3003099
3,6,6,5,7,3003099
3,7,5,4,8,3003099
3,8,4,3,9,3003099
3,9,3,2,10,3003099
3,5,0,9,9,3003100
3,4,9,5,6,3003101
3,5,8,4,7,3003101
3,6,7,3,8,3003101
3,7,6,2,9,3003101
3,8,5,1,10,3003101
3,3,3,9,8,3003102
3,4,2,8,9,3003102
3,5,1,7,10,3003102
3,8,6,9,2,3003103
3,9,5,8,3,3003103
3,5,9,2,8,3003103
3,6,8,1,9,3003103
3,7,7,0,10,3003103
3,1,6,9,7,3003104
3,2,5,8,8,3003104
3,3,4,7,9,3003104
3,4,3,6,10,3003104
3,6,9,9,1,3003105
3,7,8,8,2,3003105
3,8,7,7,3,3003105
3,9,6,6,4,3003105
3,0,8,8,7,3003106
3,1,7,7,8,3003106
3,2,6,6,9,3003106
3,3,5,5,10,3003106
3,7,9,6,3,3003107
3,8,8,5,4,3003107
3,9,7,4,5,3003107
3,7,2,9,6,3003108
3,8,1,8,7,3003108
3,0,9,6,8,3003108
3,9,0,7,8,3003108
3,1,8,5,9,3003108
3,2,7,4,10,3003108
3,8,9,3,5,3003109
3,9,8,2,6,3003109
3,5,5,9,5,3003110
3,6,4,8,6,3003110
3,7,3,7,7,3003110
3,8,2,6,8,3003110
3,9,1,5,9,3003110
3,1,9,3,10,3003110
3,9,9,0,7,3003111
3,3,8,9,4,3003112
3,4,7,8,5,3003112
3,5,6,7,6,3003112
3,6,5,6,7,3003112
3,7,4,5,8,3003112
3,8,3,4,9,3003112
3,9,2,3,10,3003112
3,3,9,7,5,3003114
3,4,8,6,6,3003114
3,5,7,5,7,3003114
3,6,6,4,8,3003114
3,7,5,3,9,3003114
3,8,4,2,10,3003114
3,4,1,9,9,3003115
3,5,0,8,10,3003115
3,9,4,9,3,3003116
3,4,9,4,7,3003116
3,5,8,3,8,3003116
3,6,7,2,9,3003116
3,7,6,1,10,3003116
3,2,4,9,8,3003117
3,3,3,8,9,3003117
3,4,2,7,10,3003117
3,7,7,9,2,3003118
3,8,6,8,3,3003118
3,9,5,7,4,3003118
3,5,9,1,9,3003118
3,6,8,0,10,3003118
3,0,7,9,7,3003119
3,1,6,8,8,3003119
3,2,5,7,9,3003119
3,3,4,6,10,3003119
3,6,9,8,2,3003120
3,7,8,7,3,3003120
3,8,7,6,4,3003120
3,9,6,5,5,3003120
3,8,0,9,7,3003121
3,0,8,7,8,3003121
3,1,7,6,9,3003121
3,2,6,5,10,3003121
3,7,9,5,4,3003122
3,8,8,4,5,3003122
3,9,7,3,6,3003122
3,6,3,9,6,3003123
3,7,2,8,7,3003123
3,8,1,7,8,3003123
3,0,9,5,9,3003123
3,9,0,6,9,3003123
3,1,8,4,10,3003123
3,8,9,2,6,3003124
3,9,8,1,7,3003124
3,4,6,9,5,3003125
3,5,5,8,6,3003125
3,6,4,7,7,3003125
3,7,3,6,8,3003125
3,8,2,5,9,3003125
3,9,1,4,10,3003125
3,2,9,9,4,3003127
3,3,8,8,5,3003127
3,4,7,7,6,3003127
3,5,6,6,7,3003127
3,6,5,5,8,3003127
3,7,4,4,9,3003127
3,8,3,3,10,3003127
3,3,9,6,6,3003129
3,4,8,5,7,3003129
3,5,7,4,8,3003129
3,6,6,3,9,3003129
3,7,5,2,10,3003129
3,3,2,9,9,3003130
3,4,1,8,10,3003130
3,8,5,9,3,3003131
3,9,4,8,4,3003131
3,4,9,3,8,3003131
3,5,8,2,9,3003131
3,6,7,1,10,3003131
3,1,5,9,8,3003132
3,2,4,8,9,3003132
3,3,3,7,10,3003132
3,6,8,9,2,3003133
3,7,7,8,3,3003133
3,8,6,7,4,3003133
3,9,5,6,5,3003133
3,5,9,0,10,3003133
3,0,7,8,8,3003134
3,1,6,7,9,3003134
3,2,5,6,10,3003134
3,6,9,7,3,3003135
3,7,8,6,4,3003135
3,8,7,5,5,3003135
3,9,6,4,6,3003135
3,7,1,9,7,3003136
3,8,0,8,8,3003136
3,0,8,6,9,3003136
3,1,7,5,10,3003136
3,7,9,4,5,3003137
3,8,8,3,6,3003137
3,9,7,2,7,3003137
3,5,4,9,6,3003138
3,6,3,8,7,3003138
3,7,2,7,8,3003138
3,8,1,6,9,3003138
3,0,9,4,10,3003138
3,9,0,5,10,3003138
3,8,9,1,7,3003139
3,9,8,0,8,3003139
3,3,7,9,5,3003140
3,4,6,8,6,3003140
3,5,5,7,7,3003140
3,6,4,6,8,3003140
3,7,3,5,9,3003140
3,8,2,4,10,3003140
3,9,9,8,0,3003141
3,2,9,8,5,3003142
3,3,8,7,6,3003142
3,4,7,6,7,3003142
3,5,6,5,8,3003142
3,6,5,4,9,3003142
3,7,4,3,10,3003142
3,4,0,9,10,3003143
3,9,3,9,4,3003144
3,3,9,5,7,3003144
3,4,8,4,8,3003144
3,5,7,3,9,3003144
3,6,6,2,10,3003144
3,2,3,9,9,3003145
3,3,2,8,10,3003145
3,7,6,9,3,3003146
3,8,5,8,4,3003146
3,9,4,7,5,3003146
3,4,9,2,9,3003146
3,5,8,1,10,3003146
3,0,6,9,8,3003147
3,1,5,8,9,3003147
3,2,4,7,10,3003147
3,5,9,9,2,3003148
3,6,8,8,3,3003148
3,7,7,7,4,3003148
3,8,6,6,5,3003148
3,9,5,5,6,3003148
3,0,7,7,9,3003149
3,1,6,6,10,3003149
3,6,9,6,4,3003150
3,7,8,5,5,3003150
3,8,7,4,6,3003150
3,9,6,3,7,3003150
3,6,2,9,7,3003151
3,7,1,8,8,3003151
3,8,0,7,9,3003151
3,0,8,5,10,3003151
3,7,9,3,6,3003152
3,8,8,2,7,3003152
3,9,7,1,8,3003152
3,4,5,9,6,3003153
3,5,4,8,7,3003153
3,6,3,7,8,3003153
3,7,2,6,9,3003153
3,8,1,5,10,3003153
3,9,8,9,0,3003154
3,8,9,0,8,3003154
3,2,8,9,5,3003155
3,3,7,8,6,3003155
3,4,6,7,7,3003155
3,5,5,6,8,3003155
3,6,4,5,9,3003155
3,7,3,4,10,3003155
3,9,9,7,1,3003156
3,2,9,7,6,3003157
3,3,8,6,7,3003157
3,4,7,5,8,3003157
3,5,6,4,9,3003157
3,6,5,3,10,3003157
3,3,1,9,10,3003158
3,8,4,9,4,3003159
3,9,3,8,5,3003159
3,3,9,4,8,3003159
3,4,8,3,9,3003159
3,5,7,2,10,3003159
3,1,4,9,9,3003160
3,2,3,8,10,3003160
3,6,7,9,3,3003161
3,7,6,8,4,3003161
3,8,5,7,5,3003161
3,9,4,6,6,3003161
3,4,9,1,10,3003161
3,0,6,8,9,3003162
3,1,5,7,10,3003162
3,5,9,8,3,3003163
3,6,8,7,4,3003163
3,7,7,6,5,3003163
3,8,6,5,6,3003163
3,9,5,4,7,3003163
3,7,0,9,8,3003164
3,0,7,6,10,3003164
3,6,9,5,5,3003165
3,7,8,4,6,3003165
3,8,7,3,7,3003165
3,9,6,2,8,3003165
3,5,3,9,7,3003166
3,6,2,8,8,3003166
3,7,1,7,9,3003166
3,8,0,6,10,3003166
3,7,9,2,7,3003167
3,8,8,1,8,3003167
3,9,7,0,9,3003167
3,3,6,9,6,3003168
3,4,5,8,7,3003168
3,5,4,7,8,3003168
3,6,3,6,9,3003168
3,7,2,5,10,3003168
3,8,9,9,0,3003169
3,9,8,8,1,3003169
3,1,9,9,5,3003170
3,2,8,8,6,3003170
3,3,7,7,7,3003170
3,4,6,6,8,3003170
3,5,5,5,9,3003170
3,6,4,4,10,3003170
3,9,9,6,2,3003171
3,3,0,10,10,3003171
3,9,2,9,5,3003172
3,2,9,6,7,3003172
3,3,8,5,8,3003172
3,4,7,4,9,3003172
3,5,6,3,10,3003172
3,2,2,9,10,3003173
3,7,5,9,4,3003174
3,8,4,8,5,3003174
3,9,3,7,6,3003174
3,3,9,3,9,3003174
3,4,8,2,10,3003174
3,0,5,9,9,3003175
3,1,4,8,10,3003175
3,5,8,9,3,3003176
3,6,7,8,4,3003176
3,7,6,7,5,3003176
3,8,5,6,6,3003176
3,9,4,5,7,3003176
3,0,6,7,10,3003177
3,5,9,7,4,3003178
3,6,8,6,5,3003178
3,7,7,5,6,3003178
3,8,6,4,7,3003178
3,9,5,3,8,3003178
3,6,1,9,8,3003179
3,7,0,8,9,3003179
3,6,9,4,6,3003180
3,7,8,3,7,3003180
3,8,7,2,8,3003180
3,9,6,1,9,3003180
3,4,4,9,7,3003181
3,5,3,8,8,3003181
3,6,2,7,9,3003181
3,7,1,6,10,3003181
3,9,7,9,1,3003182
3,7,9,1,8,3003182
3,8,8,0,9,3003182
3,2,7,9,6,3003183
3,3,6,8,7,3003183
3,4,5,7,8,3003183
3,5,4,6,9,3003183
3,6,3,5,10,3003183
3,8,9,8,1,3003184
3,9,8,7,2,3003184
3,1,9,8,6,3003185
3,2,8,7,7,3003185
3,3,7,6,8,3003185
3,4,6,5,9,3003185
3,5,5,4,10,3003185
3,9,9,5,3,3003186
3,2,1,10,10,3003186
3,8,3,9,5,3003187
3,9,2,8,6,3003187
3,2,9,5,8,3003187
3,3,8,4,9,3003187
3,4,7,3,10,3003187
3,1,3,9,10,3003188
3,6,6,9,4,3003189
3,7,5,8,5,3003189
3,8,4,7,6,3003189
3,9,3,6,7,3003189
3,3,9,2,10,3003189
3,0,5,8,10,3003190
3,4,9,9,3,3003191
3,5,8,8,4,3003191
3,6,7,7,5,3003191
3,7,6,6,6,3003191
3,8,5,5,7,3003191
3,9,4,4,8,3003191
3,5,9,6,5,3003193
3,6,8,5,6,3003193
3,7,7,4,7,3003193
3,8,6,3,8,3003193
3,9,5,2,9,3003193
3,5,2,9,8,3003194
3,6,1,8,9,3003194
3,7,0,7,10,3003194
3,6,9,3,7,3003195
3,7,8,2,8,3003195
3,8,7,1,9,3003195
3,9,6,0,10,3003195
3,3,5,9,7,3003196
3,4,4,8,8,3003196
3,5,3,7,9,3003196
3,6,2,6,10,3003196
3,8,8,9,1,3003197
3,9,7,8,2,3003197
3,7,9,0,9,3003197
3,1,8,9,6,3003198
3,2,7,8,7,3003198
3,3,6,7,8,3003198
3,4,5,6,9,3003198
3,5,4,5,10,3003198
3,8,9,7,2,3003199
3,9,8,6,3,3003199
3,9,1,9,6,3003200
3,1,9,7,7,3003200
3,2,8,6,8,3003200
3,3,7,5,9,3003200
3,4,6,4,10,3003200
3,9,9,4,4,3003201
3,1,2,10,10,3003201
3,7,4,9,5,3003202
3,8,3,8,6,3003202
3,9,2,7,7,3003202
3,2,9,4,9,3003202
3,3,8,3,10,3003202
3,0,4,9,10,3003203
3,5,7,9,4,3003204
3,6,6,8,5,3003204
3,7,5,7,6,3003204
3,8,4,6,7,3003204
3,9,3,5,8,3003204
3,4,9,8,4,3003206
3,5,8,7,5,3003206
3,6,7,6,6,3003206
3,7,6,5,7,3003206
3,8,5,4,8,3003206
3,9,4,3,9,3003206
3,6,0,9,9,3003207
3,5,9,5,6,3003208
3,6,8,4,7,3003208
3,7,7,3,8,3003208
3,8,6,2,9,3003208
3,9,5,1,10,3003208
3,4,3,9,8,3003209
3,5,2,8,9,3003209
3,6,1,7,10,3003209
3,9,6,9,2,3003210
3,6,9,2,8,3003210
3,7,8,1,9,3003210
3,8,7,0,10,3003210
3,2,6,9,7,3003211
3,3,5,8,8,3003211
3,4,4,7,9,3003211
3,5,3,6,10,3003211
3,7,9,9,1,3003212
3,8,8,8,2,3003212
3,9,7,7,3,3003212
3,0,9,9,6,3003213
3,1,8,8,7,3003213
3,2,7,7,8,3003213
3,3,6,6,9,3003213
3,4,5,5,10,3003213
3,8,9,6,3,3003214
3,9,8,5,4,3003214
3,8,2,9,6,3003215
3,9,1,8,7,3003215
3,1,9,6,8,3003215
3,2,8,5,9,3003215
3,3,7,4,10,3003215
3,9,9,3,5,3003216
3,0,3,10,10,3003216
3,6,5,9,5,3003217
3,7,4,8,6,3003217
3,8,3,7,7,3003217
3,9,2,6,8,3003217
3,2,9,3,10,3003217
3,4,8,9,4,3003219
3,5,7,8,5,3003219
3,6,6,7,6,3003219
3,7,5,6,7,3003219
3,8,4,5,8,3003219
3,9,3,4,9,3003219
3,4,9,7,5,3003221
3,5,8,6,6,3003221
3,6,7,5,7,3003221
3,7,6,4,8,3003221
3,8,5,3,9,3003221
3,9,4,2,10,3003221
3,5,1,9,9,3003222
3,6,0,8,10,3003222
3,5,9,4,7,3003223
3,6,8,3,8,3003223
3,7,7,2,9,3003223
3,8,6,1,10,3003223
3,3,4,9,8,3003224
3,4,3,8,9,3003224
3,5,2,7,10,3003224
3,8,7,9,2,3003225
3,9,6,8,3,3003225
3,6,9,1,9,3003225
3,7,8,0,10,3003225
3,1,7,9,7,3003226
3,2,6,8,8,3003226
3,3,5,7,9,3003226
3,4,4,6,10,3003226
3,7,9,8,2,3003227
3,8,8,7,3,3003227
3,9,7,6,4,3003227
3,0,9,8,7,3003228
3,9,0,9,7,3003228
3,1,8,7,8,3003228
3,2,7,6,9,3003228
3,3,6,5,10,3003228
3,8,9,5,4,3003229
3,9,8,4,5,3003229
3,7,3,9,6,3003230
3,8,2,8,7,3003230
3,9,1,7,8,3003230
3,1,9,5,9,3003230
3,2,8,4,10,3003230
3,9,9,2,6,3003231
3,5,6,9,5,3003232
3,6,5,8,6,3003232
3,7,4,7,7,3003232
3,8,3,6,8,3003232
3,9,2,5,9,3003232
3,3,9,9,4,3003234
3,4,8,8,5,3003234
3,5,7,7,6,3003234
3,6,6,6,7,3003234
3,7,5,5,8,3003234
3,8,4,4,9,3003234
3,9,3,3,10,3003234
3,4,9,6,6,3003236
3,5,8,5,7,3003236
3,6,7,4,8,3003236
3,7,6,3,9,3003236
3,8,5,2,10,3003236
3,4,2,9,9,3003237
3,5,1,8,10,3003237
3,9,5,9,3,3003238
3,5,9,3,8,3003238
3,6,8,2,9,3003238
3,7,7,1,10,3003238
3,2,5,9,8,3003239
3,3,4,8,9,3003239
3,4,3,7,10,3003239
3,7,8,9,2,3003240
3,8,7,8,3,3003240
3,9,6,7,4,3003240
3,6,9,0,10,3003240
3,0,8,9,7,3003241
3,1,7,8,8,3003241
3,2,6,7,9,3003241
3,3,5,6,10,3003241
3,7,9,7,3,3003242
3,8,8,6,4,3003242
3,9,7,5,5,3003242
3,8,1,9,7,3003243
3,0,9,7,8,3003243
3,9,0,8,8,3003243
3,1,8,6,9,3003243
3,2,7,5,10,3003243
3,8,9,4,5,3003244
3,9,8,3,6,3003244
3,6,4,9,6,3003245
3,7,3,8,7,3003245
3,8,2,7,8,3003245
3,9,1,6,9,3003245
3,1,9,4,10,3003245
3,9,9,1,7,3003246
3,4,7,9,5,3003247
3,5,6,8,6,3003247
3,6,5,7,7,3003247
3,7,4,6,8,3003247
3,8,3,5,9,3003247
3,9,2,4,10,3003247
3,3,9,8,5,3003249
3,4,8,7,6,3003249
3,5,7,6,7,3003249
3,6,6,5,8,3003249
3,7,5,4,9,3003249
3,8,4,3,10,3003249
3,5,0,9,10,3003250
3,4,9,5,7,3003251
3,5,8,4,8,3003251
3,6,7,3,9,3003251
3,7,6,2,10,3003251
3,3,3,9,9,3003252
3,4,2,8,10,3003252
3,8,6,9,3,3003253
3,9,5,8,4,3003253
3,5,9,2,9,3003253
3,6,8,1,10,3003253
3,1,6,9,8,3003254
3,2,5,8,9,3003254
3,3,4,7,10,3003254
3,6,9,9,2,3003255
3,7,8,8,3,3003255
3,8,7,7,4,3003255
3,9,6,6,5,3003255
3,0,8,8,8,3003256
3,1,7,7,9,3003256
3,2,6,6,10,3003256
3,7,9,6,4,3003257
3,8,8,5,5,3003257
3,9,7,4,6,3003257
3,7,2,9,7,3003258
3,8,1,8,8,3003258
3,0,9,6,9,3003258
3,9,0,7,9,3003258
3,1,8,5,10,3003258
3,8,9,3,6,3003259
3,9,8,2,7,3003259
3,5,5,9,6,3003260
3,6,4,8,7,3003260
3,7,3,7,8,3003260
